icao24,origin_country,velocity,on_ground
8014d3,India,5.92,True
a3f436,United States,168.79,False
8014d6,India,228.81,False
84cb5b,Japan,124.43,False
4248ca,United Kingdom,4.89,True
471f7a,Hungary,159.12,False
8014d9,India,133.26,False
758307,Philippines,76.06,False
471f68,Hungary,223.64,False
a0a6c5,United States,0.06,True
471f69,Hungary,203.41,False
3c6745,Germany,199.52,False
440cfe,Austria,193.07,False
3c6749,Germany,177.59,False
3c6747,Germany,189.58,False
471f65,Hungary,227.63,False
471f62,Hungary,218.99,False
3c6742,Germany,219.62,False
471f4c,Hungary,216.08,False
8a03a6,Indonesia,237.58,False
a8f77c,United States,210.31,False
471f77,Hungary,224.7,False
3c6758,Germany,11.83,True
ada549,United States,68.2,False
471f72,Hungary,169.11,False
471f70,Hungary,194.12,False
471f73,Hungary,221.59,False
471f74,Hungary,227.69,False
c02cfc,Canada,163.34,False
4400b7,Austria,225.98,False
471f5c,Hungary,157.72,False
471f5d,Hungary,143.04,False
a8e45c,United States,133.24,False
3c6750,Germany,148.43,False
a6eadd,United States,73.48,False
471f41,Hungary,226.58,False
3c674f,Germany,210.75,False
3c674d,Germany,0.32,True
8014fd,India,282.88,False
a9046d,United States,236.33,False
3c5432,Germany,81.28,False
471f58,Hungary,222.3,False
c07c7a,Canada,200.56,False
471f54,Hungary,224.02,False
344416,Spain,205.26,False
7809d6,China,225.19,False
3c6707,Germany,271.12,False
a88d47,United States,270.63,False
801600,India,244.56,False
471f35,Hungary,221.58,False
3c6717,Germany,257.81,False
471f38,Hungary,222.95,False
3c6719,Germany,266.13,False
801603,India,139.92,False
471f31,Hungary,216.49,False
7809db,China,236.69,False
abfb9e,United States,137.22,False
471f02,Hungary,190.96,False
471f03,Hungary,201.23,False
7809eb,China,169.86,False
471f01,Hungary,225.02,False
a7878f,United States,223.05,False
471f04,Hungary,226.98,False
471f05,Hungary,229.06,False
3c670c,Germany,249.41,False
40808b,United Kingdom,233.0,False
885283,Thailand,244.96,False
a3560b,United States,279.75,False
7c4920,Australia,5.92,True
885282,Thailand,174.78,False
aa8ab2,United States,344.89,False
7c4927,Australia,9.26,True
7c4928,Australia,223.02,False
7c4921,Australia,0.0,True
408092,United Kingdom,266.03,False
7c4922,Australia,0.13,True
4951cd,Portugal,224.76,False
4951ce,Portugal,223.37,False
a0934f,United States,57.75,False
a7d6a8,United States,243.75,False
40822e,United Kingdom,185.64,False
00c463,South Africa,230.67,False
3c6581,Germany,128.71,False
3c6588,Germany,204.3,False
407b55,United Kingdom,240.21,False
80175f,India,258.06,False
80175d,India,55.68,False
3c658c,Germany,7.46,True
3c658b,Germany,4.63,True
c81ac0,New Zealand,31.38,True
aa57df,United States,251.19,False
7c6c52,Australia,0.06,True
c07e32,Canada,152.35,False
aa44ad,United States,8.75,True
3c6595,Germany,169.7,False
3c6599,Germany,215.31,False
7c6c55,Australia,1.54,True
39d315,France,237.25,False
39d318,France,244.59,False
80172c,India,79.75,False
39d310,France,234.27,False
39d312,France,232.25,False
801741,India,224.82,False
40820e,United Kingdom,4.63,True
801745,India,185.69,False
500391,San Marino,166.52,False
a41fed,United States,152.56,False
c08538,Canada,64.97,False
80173c,India,220.7,False
80173b,India,236.17,False
c821ba,New Zealand,137.32,False
ac1d4b,United States,252.88,False
a46310,United States,0.0,True
801750,India,232.19,False
a5cc3c,United States,206.56,False
c821c1,New Zealand,66.38,False
e0b0c5,Argentina,4.37,True
0d10e4,Mexico,2.06,True
4b5da6,Switzerland,6.17,True
3c4b32,Germany,147.33,False
7c10f2,Australia,169.81,False
4b5da3,Switzerland,2.83,True
3c4b28,Germany,91.64,False
a87a8f,United States,271.08,False
3c6542,Germany,232.26,False
7c6c97,Australia,2.57,True
739263,Israel,62.68,False
3c6551,Germany,182.9,False
7c6c99,Australia,219.67,False
39e689,France,201.27,False
a8dd7b,United States,191.14,False
39e681,France,203.33,False
39e683,France,231.47,False
ad2a42,United States,61.34,False
801784,India,177.07,False
abea47,United States,258.34,False
c821f8,New Zealand,108.15,False
4cc279,Iceland,16.46,True
c08509,Canada,312.22,False
3c6564,Germany,256.67,False
80044c,India,254.03,False
ad5785,United States,75.23,False
80177b,India,293.63,False
39e692,France,1.03,True
3c656f,Germany,252.98,False
39e697,France,218.65,False
801793,India,127.11,False
39e691,France,173.68,False
39e690,France,86.21,False
3c6572,Germany,10.8,True
3c6571,Germany,257.15,False
3443cc,Spain,16.46,False
a39e0c,United States,169.22,False
ac22fb,United States,259.94,False
addb47,United States,216.08,False
a8dcee,United States,151.11,False
0ac3f8,Colombia,3.86,True
782089,China,151.5,False
3c64a1,Germany,217.18,False
7c7f01,Australia,95.99,False
80047a,India,233.3,False
3c64a5,Germany,156.19,False
aba282,United States,27.45,False
4aca14,Sweden,251.09,False
7c0a92,Australia,125.92,False
4aca65,Sweden,262.36,False
4aca67,Sweden,302.3,False
a70c67,United States,219.16,False
7c2fe7,Australia,234.22,False
ab77b9,United States,249.75,False
a475b1,United States,300.05,False
7c6c24,Australia,139.19,False
7c7f51,Australia,59.83,False
c02f6a,Canada,3.09,True
710413,Saudi Arabia,177.64,False
4aca70,Sweden,81.4,False
a03273,United States,264.95,False
4aca74,Sweden,122.25,False
7c1ca2,Australia,142.56,False
a9b62c,United States,260.17,False
a222bf,United States,257.64,False
a7398e,United States,238.37,False
a9b62a,United States,250.83,False
76b862,Singapore,105.61,False
7c1ca5,Australia,96.94,False
c01c52,Canada,369.39,False
a6ff76,United States,275.38,False
02a1ab,Tunisia,277.32,False
50033b,San Marino,0.06,True
c82315,New Zealand,99.8,False
471fa9,Hungary,222.41,False
4aca46,Sweden,6.94,True
471fa7,Hungary,0.0,True
a1fbb2,United States,241.47,False
8687bc,Japan,134.33,False
471fa0,Hungary,226.93,False
44034b,Austria,178.92,False
aa9451,United States,89.85,False
76b86a,Singapore,228.32,False
471faa,Hungary,177.84,False
471fae,Hungary,241.56,False
aa44cf,United States,300.62,False
781a1f,China,361.15,False
8015c0,India,210.46,False
c82335,New Zealand,93.36,False
a6685f,United States,40.5,False
ab6542,United States,59.68,False
ac6b16,United States,99.46,False
47b1dc,Norway,222.07,False
8015d3,India,178.57,False
c82347,New Zealand,89.32,False
c82349,New Zealand,150.46,False
3cc7fe,Germany,198.18,False
8015ca,India,249.35,False
8015d8,India,164.46,False
8015d9,India,1.29,True
7c71a4,Australia,87.36,False
a69bcd,United States,0.0,True
781a4b,China,238.78,False
a475d8,United States,0.0,True
8015a5,India,248.29,False
ab5e6c,United States,236.1,False
a6b868,United States,98.61,False
c01c28,Canada,23.66,True
39e4ac,France,236.94,False
ac7e60,United States,9.26,True
c8234a,New Zealand,85.04,False
885311,Thailand,256.16,False
c82379,New Zealand,129.32,False
c07193,Canada,205.15,False
0a0018,Algeria,239.45,False
4080e9,United Kingdom,188.49,False
e0b148,Argentina,51.44,True
8015ff,India,148.93,False
885307,Thailand,225.82,False
885306,Thailand,213.76,False
a880ff,United States,258.64,False
885308,Thailand,6.94,True
885304,Thailand,238.93,False
885301,Thailand,180.55,False
ab5257,United States,179.69,False
7c6af0,Australia,58.76,False
7c6af9,Australia,103.47,False
ae151a,United States,221.29,False
7c6aef,Australia,7.72,False
7c6ae1,Australia,147.14,False
8015e7,India,20.58,True
7c6ae0,Australia,1.29,True
c81c9f,New Zealand,120.48,False
ac8583,United States,253.75,False
3c64f6,Germany,234.06,False
c81c9e,New Zealand,133.81,False
4080c2,United Kingdom,231.43,False
4080c0,United Kingdom,253.04,False
ad9e73,United States,244.19,False
a4c5d8,United States,212.31,False
3c4ada,Germany,268.51,False
0d0a9a,Mexico,243.24,False
a64208,United States,45.1,False
88530e,Thailand,10.8,True
88530a,Thailand,225.64,False
39348e,France,230.67,False
4a08ec,Romania,209.11,False
885314,Thailand,158.2,False
3c64ef,Germany,233.16,False
e48b66,Brazil,251.72,False
4bc852,Turkey,133.9,False
4bc853,Turkey,270.08,False
a9a2af,United States,64.78,False
e49246,Brazil,214.59,False
4bc84f,Turkey,148.05,False
3c6635,Germany,224.88,False
a33d09,United States,65.4,False
3c6634,Germany,227.45,False
0d111a,Mexico,226.19,False
0d111b,Mexico,78.74,False
861ebc,Japan,167.04,False
a99b83,United States,249.82,False
0d112a,Mexico,0.0,True
aa92fa,United States,261.19,False
4b15ed,Switzerland,0.0,True
4b15ee,Switzerland,0.0,True
4b15ef,Switzerland,214.45,False
a7c59b,United States,60.29,False
c06a7d,Canada,245.73,False
89605a,United Arab Emirates,230.68,False
3c6641,Germany,221.46,False
adecf8,United States,121.29,False
4bc841,Turkey,206.1,False
4bc842,Turkey,177.63,False
7c6b97,Australia,0.0,True
0d1155,Mexico,0.0,True
3c6650,Germany,146.26,False
40815b,United Kingdom,0.0,True
c06a82,Canada,225.54,False
4bc88c,Turkey,178.78,False
4bc88d,Turkey,121.27,False
a9aebe,United States,202.38,False
738c06,Israel,251.07,False
87339a,Japan,328.03,False
a9aebc,United States,206.46,False
4bc899,Turkey,196.66,False
a33d62,United States,195.09,False
8518ae,Japan,144.45,False
702c48,Bangladesh,47.22,False
4bc88e,Turkey,172.79,False
39d303,France,231.61,False
80171a,India,258.99,False
39d307,France,194.06,False
80171b,India,226.47,False
a83ef2,United States,205.5,False
a1b4bb,United States,46.37,False
39d300,France,191.27,False
39d301,France,238.99,False
39d302,France,229.45,False
44b438,Belgium,235.56,False
a271b0,United States,230.79,False
a952ae,United States,229.09,False
842208,Japan,67.16,False
4bc883,Turkey,135.55,False
4bc882,Turkey,139.22,False
c0712e,Canada,192.42,False
ac48ac,United States,3.09,True
344501,Spain,181.94,False
8518f2,Japan,188.1,False
4bc889,Turkey,99.42,False
4bc886,Turkey,135.56,False
a1c7e4,United States,248.56,False
ab15c2,United States,258.26,False
73806e,Israel,185.84,False
73806d,Israel,195.33,False
a4996b,United States,209.06,False
73806c,Israel,190.79,False
73806b,Israel,184.92,False
4bb47a,Turkey,140.48,False
73806f,Israel,199.0,False
3c01c3,Germany,5.92,True
0d0e2b,Mexico,201.05,False
4843f2,Kingdom of the Netherlands,80.55,False
a5ef0e,United States,234.92,False
a54ff9,United States,4.37,True
4b5d9e,Switzerland,2.57,True
00a153,South Africa,59.38,False
a280a4,United States,139.31,False
7c6d78,Australia,0.0,True
7c6d75,Australia,0.0,True
e072d0,Argentina,207.35,False
80184b,India,286.8,False
7c37fc,Australia,63.46,False
4bb475,Turkey,149.4,False
738065,Israel,185.66,False
738064,Israel,215.9,False
801862,India,241.5,False
738063,Israel,192.62,False
a49951,United States,205.42,False
738068,Israel,192.16,False
3c6485,Germany,3.09,True
a676c4,United States,122.15,False
73805c,Israel,88.11,False
4bb46e,Turkey,203.87,False
495cd0,Portugal,258.66,False
3c648d,Germany,234.27,False
c058c3,Canada,258.97,False
aaa4b3,United States,54.03,False
3c6491,Germany,218.37,False
4bb46f,Turkey,210.48,False
702087,Bangladesh,0.0,True
4b1619,Switzerland,217.48,False
adb723,United States,214.75,False
a9fa34,United States,221.37,False
3c4a10,Germany,212.79,False
7c6179,Australia,85.88,False
4b1615,Switzerland,216.11,False
3c4a04,Germany,204.22,False
7820e7,China,259.91,False
ac8dc7,United States,66.26,False
841066,Japan,128.26,False
c820b6,New Zealand,0.0,True
440c96,Austria,221.34,False
7c6d9f,Australia,10.8,True
7c6d9e,Australia,270.28,False
3c4a0d,Germany,260.04,False
702097,Bangladesh,145.92,False
7c6d9b,Australia,0.0,True
a4cf12,United States,147.91,False
151dd5,Russian Federation,74.86,False
0d0e04,Mexico,209.15,False
738054,Israel,193.79,False
738053,Israel,201.91,False
3c4a15,Germany,240.68,False
738051,Israel,201.57,False
738058,Israel,209.76,False
738056,Israel,192.35,False
738055,Israel,180.2,False
738059,Israel,182.63,False
7820ea,China,141.17,False
a6b47c,United States,160.99,False
8a04f5,Indonesia,219.46,False
3c6447,Germany,89.05,False
0d0e16,Mexico,274.44,False
7583a7,Philippines,221.37,False
484fdf,Kingdom of the Netherlands,149.03,False
ad675f,United States,169.55,False
440081,Austria,289.58,False
3c6445,Germany,243.56,False
c820d1,New Zealand,264.77,False
3c6443,Germany,193.52,False
3c6442,Germany,216.51,False
4b161e,Switzerland,3.34,True
8a04e4,Indonesia,146.62,False
7c6d7b,Australia,224.21,False
73934e,Israel,8.23,True
151df9,Russian Federation,207.77,False
a2dce3,United States,56.63,False
3c644e,Germany,217.92,False
a34c57,United States,252.71,False
7c6d7e,Australia,72.26,False
7c6d95,Australia,219.42,False
70209f,Bangladesh,211.95,False
800589,India,4.37,True
70209e,Bangladesh,258.78,False
7c6d91,Australia,257.91,False
7cc43c,Australia,0.0,False
7c6d99,Australia,260.87,False
7c6d97,Australia,229.51,False
440019,Austria,232.58,False
a650c7,United States,177.52,False
a9c631,United States,3.6,True
c04671,Canada,249.33,False
758530,Philippines,232.98,False
440c85,Austria,225.73,False
a8b964,United States,181.88,False
8422f9,Japan,79.95,False
00acd7,South Africa,62.5,False
a4b065,United States,0.0,True
a0b802,United States,208.36,False
440c6f,Austria,1.29,True
a9bf27,United States,202.29,False
440c83,Austria,174.71,False
adaef6,United States,113.98,False
0c4354,Dominican Republic,126.78,False
e490a3,Brazil,99.54,False
a95c38,United States,255.37,False
c080aa,Canada,184.38,False
ab627c,United States,1.03,True
44001e,Austria,260.97,False
a138b8,United States,202.07,False
8a061e,Indonesia,147.13,False
8960f8,United Arab Emirates,203.22,False
7c6d2b,Australia,177.56,False
7c6d2a,Australia,272.45,False
a96f37,United States,232.48,False
8840ee,Thailand,228.18,False
49514d,Portugal,197.16,False
70a8e7,Nepal,112.92,False
49514e,Portugal,123.35,False
49514f,Portugal,102.38,False
a6c6c8,United States,240.14,False
8840f9,Thailand,243.42,False
3c4a8b,Germany,261.9,False
49514b,Portugal,202.71,False
7c6d37,Australia,170.94,False
8960fa,United Arab Emirates,232.69,False
7c6d32,Australia,226.89,False
a97639,United States,211.37,False
a03b25,United States,64.03,False
0d0cec,Mexico,0.0,True
8017a2,India,102.38,False
151f0c,Russian Federation,6.94,True
a0b846,United States,232.71,False
a97608,United States,5.14,True
a806d8,United States,134.38,False
440c31,Austria,221.6,False
70a8fe,Nepal,191.15,False
440c36,Austria,192.48,False
440c38,Austria,185.13,False
a0a522,United States,265.11,False
151e8a,Russian Federation,201.47,False
aa18e3,United States,133.19,False
4246b5,United Kingdom,206.19,False
5001d4,San Marino,197.94,False
4246b4,United Kingdom,4.12,False
4b027f,Switzerland,240.24,False
4b027c,Switzerland,228.87,False
47c1c2,Norway,259.33,False
a39b39,United States,230.95,False
c81b24,New Zealand,124.33,False
a748bc,United States,0.77,True
4b0281,Switzerland,224.43,False
a54535,United States,253.07,False
8016f8,India,155.82,False
0d0cb1,Mexico,81.3,False
781b5b,China,183.03,False
4b0274,Switzerland,225.47,False
4006c4,United Kingdom,240.56,False
8016c5,India,134.02,False
4891b3,Poland,243.79,False
4006c1,United Kingdom,263.66,False
8016af,India,175.24,False
485785,Kingdom of the Netherlands,261.12,False
896108,United Arab Emirates,249.48,False
7c7eee,Australia,62.78,False
8016c8,India,207.2,False
8016c9,India,4.37,True
8016c6,India,79.04,False
adf0ff,United States,276.89,False
8016c7,India,183.21,False
7c6bbf,Australia,191.91,False
7c72b3,Australia,32.31,False
8016d2,India,192.62,False
89610c,United Arab Emirates,172.41,False
8016d6,India,248.89,False
8016d3,India,224.37,False
5001e5,San Marino,181.79,False
484442,Kingdom of the Netherlands,228.84,False
484445,Kingdom of the Netherlands,153.66,False
8016ca,India,3.6,True
896120,United Arab Emirates,222.88,False
a5f5b5,United States,54.43,False
89610f,United Arab Emirates,240.6,False
782272,China,299.2,False
a16e7d,United States,239.87,False
345583,Spain,128.89,False
471d62,Hungary,236.55,False
471d60,Hungary,202.05,False
471d64,Hungary,216.31,False
151e64,Russian Federation,33.83,False
c82269,New Zealand,212.3,False
ac45d5,United States,189.84,False
3991e4,France,224.55,False
3991e6,France,210.07,False
3991e1,France,189.64,False
ad1857,United States,231.98,False
151e50,Russian Federation,28.33,False
151e51,Russian Federation,81.6,False
3991e8,France,214.9,False
3991e7,France,220.62,False
471d5a,Hungary,246.27,False
471d5b,Hungary,251.44,False
471d5c,Hungary,230.07,False
7c259e,Australia,40.59,False
758543,Philippines,55.34,False
7c2597,Australia,0.73,False
484410,Kingdom of the Netherlands,247.8,False
a0428a,United States,0.0,True
ad1861,United States,174.26,False
758539,Philippines,227.62,False
758538,Philippines,201.89,False
8003e2,India,271.15,False
acf83f,United States,8.23,False
a8304f,United States,240.93,False
75853a,Philippines,83.18,False
345543,Spain,224.02,False
8470a0,Japan,3.34,True
00ae3a,South Africa,216.08,False
ad03c4,United States,70.94,False
abd6ed,United States,253.92,False
151da5,Russian Federation,231.57,False
a0b7b8,United States,122.55,False
c82295,New Zealand,28.59,False
7cb05e,Australia,10.8,True
7cb05c,Australia,127.7,False
801800,India,225.37,False
8a05e7,Indonesia,239.04,False
7cb063,Australia,160.11,False
801805,India,280.13,False
a187ba,United States,0.0,True
3c6523,Germany,128.51,False
86d974,Japan,324.47,False
4a91af,Sweden,159.99,False
3c651a,Germany,253.49,False
842370,Japan,3.86,True
3c6522,Germany,98.22,False
4a3121,Romania,197.42,False
adb653,United States,158.69,False
7c6c9b,Australia,193.56,False
a8a5bf,United States,51.19,False
8a05ad,Indonesia,234.58,False
8a05ae,Indonesia,0.64,True
3c15c1,Germany,244.79,False
151dac,Russian Federation,204.52,False
060041,Mauritius,171.7,False
151daf,Russian Federation,231.77,False
842388,Japan,230.7,False
06002f,Mauritius,191.41,False
aa4230,United States,259.97,False
a735d7,United States,224.25,False
896176,United Arab Emirates,202.99,False
a317cd,United States,47.23,False
aa9bbf,United States,265.57,False
a4bbde,United States,244.85,False
861fa4,Japan,156.13,False
0d0d66,Mexico,3.6,True
4b5d71,Switzerland,0.45,True
801849,India,282.29,False
86d906,Japan,172.1,False
896187,United Arab Emirates,269.11,False
896186,United Arab Emirates,248.43,False
896185,United Arab Emirates,119.49,False
896182,United Arab Emirates,224.36,False
896180,United Arab Emirates,254.66,False
aa9bb7,United States,251.15,False
86d930,Japan,278.8,False
801819,India,214.77,False
801816,India,227.42,False
80180c,India,227.06,False
4b5d98,Switzerland,0.32,True
a5325b,United States,242.75,False
801826,India,231.83,False
801824,India,7.46,True
ae10ba,United States,202.9,False
801828,India,129.63,False
42478d,United Kingdom,227.11,False
86d90e,Japan,77.02,False
4951d3,Portugal,214.68,False
4951d5,Portugal,224.37,False
4951d6,Portugal,214.87,False
45218e,Bulgaria,226.44,False
7821d0,China,203.1,False
a437da,United States,234.6,False
47b12e,Norway,220.5,False
8961b4,United Arab Emirates,128.13,False
ac351f,United States,55.69,False
a054fb,United States,34.98,False
a10d82,United States,204.49,False
a83d18,United States,132.57,False
7c7555,Australia,38.24,False
7cc529,Australia,45.73,False
452164,Bulgaria,196.57,False
a46d95,United States,197.08,False
452163,Bulgaria,223.92,False
8a03f3,Indonesia,220.33,False
ababb7,United States,251.47,False
440184,Austria,268.78,False
440181,Austria,230.61,False
a9fb3e,United States,59.27,False
a11fa1,United States,231.02,False
a8e262,United States,3.09,True
440170,Austria,205.01,False
a39af6,United States,240.26,False
452149,Bulgaria,1765.5,False
7c6276,Australia,114.86,False
80067f,India,238.99,False
392ae9,France,203.76,False
aa3086,United States,187.97,False
39dd58,France,85.93,False
c0219c,Canada,238.54,False
392af3,France,234.91,False
ada521,United States,235.08,False
8a03c6,Indonesia,238.15,False
a3411f,United States,207.37,False
4a4eae,Romania,262.14,False
408011,United Kingdom,1.54,True
a9befc,United States,228.34,False
8a03aa,Indonesia,244.65,False
392aec,France,209.12,False
8a03ac,Indonesia,225.1,False
8a03ad,Indonesia,209.62,False
ace5bc,United States,218.12,False
392aed,France,223.53,False
392aee,France,214.67,False
471dbf,Hungary,2.83,True
471dbd,Hungary,224.9,False
471dbe,Hungary,223.04,False
151e0b,Russian Federation,27.63,False
471dbb,Hungary,221.05,False
471dbc,Hungary,219.76,False
471dba,Hungary,253.19,False
151e21,Russian Federation,27.28,False
151e23,Russian Federation,19.56,False
151e28,Russian Federation,226.41,False
471dc1,Hungary,81.53,False
471dd6,Hungary,0.77,True
440d70,Austria,196.46,False
452142,Bulgaria,215.99,False
a70a86,United States,51.98,False
c03493,Canada,230.4,False
300a62,Italy,267.09,False
a94a17,United States,11.32,True
440159,Austria,9.77,True
45212d,Bulgaria,205.21,False
49529a,Portugal,266.09,False
471da8,Hungary,202.52,False
a3c9c5,United States,202.74,False
471daf,Hungary,225.48,False
c03487,Canada,74.35,False
c03488,Canada,134.14,False
c01a5a,Canada,255.51,False
86d9fc,Japan,0.0,True
471db6,Hungary,210.99,False
471db7,Hungary,219.47,False
471db5,Hungary,109.77,False
00d8e9,South Africa,81.34,False
471db9,Hungary,3.86,True
471db3,Hungary,225.16,False
471db0,Hungary,214.48,False
4bb2b0,Turkey,73.57,False
8a0509,Indonesia,241.06,False
884f01,Thailand,234.44,False
4bb2aa,Turkey,116.31,False
4bb2ab,Turkey,136.33,False
84d622,Japan,339.26,False
7020a4,Bangladesh,111.04,False
a544ee,United States,261.51,False
300a3a,Italy,223.35,False
7020a2,Bangladesh,101.9,False
760916,Pakistan,286.65,False
0d0bbe,Mexico,210.32,False
7020b0,Bangladesh,40.74,False
495275,Portugal,245.76,False
aa921e,United States,96.06,False
7020b8,Bangladesh,79.28,False
7020c2,Bangladesh,84.9,False
a771af,United States,0.0,True
7821a3,China,64.97,False
a83108,United States,247.99,False
a6b4d6,United States,39.43,False
a126e7,United States,248.56,False
a0566a,United States,282.55,False
4bb2a5,Turkey,169.11,False
151d6f,Russian Federation,173.98,False
4007fb,United Kingdom,263.29,False
8017ff,India,74.55,False
