icao24,origin_country,velocity,geo_altitude
ad5e27,United States,206.07,8199.12
a54299,United States,150.23,4648.2
a9d5be,United States,33.83,1112.52
aca837,United States,77.82,815.34
7c810d,Australia,133.76,3832.86
4d2322,Malta,251.32,13548.36
71bc23,Republic of Korea,225.16,11826.24
a0a1ee,United States,75.2,1706.88
c03140,Canada,234.26,13655.04
adf06d,United States,261.73,8892.54
ab253b,United States,244.83,6507.48
a35d73,United States,222.97,10066.02
a1c1c7,United States,211.99,8999.22
71c304,Republic of Korea,149.7,4373.88
ac08f5,United States,230.83,11292.84
06a041,Qatar,184.29,4122.42
a0a1f1,United States,29.83,60.96
a47d46,United States,206.49,11064.24
780673,China,190.34,5684.52
a49759,United States,167.03,3474.72
ab72b3,United States,80.28,975.36
a1babb,United States,5.14,
71c339,Republic of Korea,105.09,1097.28
71c337,Republic of Korea,278.05,10462.26
a9e8ce,United States,252.11,10485.12
71c335,Republic of Korea,216.94,5554.98
a051f6,United States,243.35,7749.54
06a053,Qatar,135.08,1371.6
4d2303,Malta,103.02,1234.44
4d2301,Malta,138.08,2103.12
a1d4bc,United States,131.28,2758.44
abe8ea,United States,61.74,754.38
c03160,Canada,0.0,
06a04c,Qatar,244.93,8648.7
a23138,United States,0.0,
a9cecd,United States,213.2,10896.6
a9387f,United States,37.55,243.84
a9e8db,United States,48.44,396.24
71c323,Republic of Korea,143.01,2476.5
a35109,United States,0.0,
a327ee,United States,197.24,5204.46
a36438,United States,42.1,83.82
868316,Japan,175.67,10721.34
a29dee,United States,70.57,655.32
a37765,United States,171.84,9014.46
a1e903,United States,20.58,
a794d9,United States,208.92,7132.32
ac4ffb,United States,220.78,8519.16
a7e4b6,United States,38.24,1592.58
850e14,Japan,168.21,11475.72
7cf5ec,Australia,2.06,
e49aaa,Brazil,214.14,9380.22
7804ea,China,139.3,3268.98
e49aab,Brazil,241.59,9730.74
4d234a,Malta,0.0,
a9873d,United States,221.91,11109.96
a9d71a,United States,49.77,152.4
c0576f,Canada,124.67,1828.8
a53aeb,United States,54.26,1828.8
aaa342,United States,158.84,2308.86
ab7356,United States,41.16,685.8
8468cc,Japan,130.4,2141.22
7448a3,Jordan,206.06,6964.68
ab6020,United States,218.85,9509.76
7448a1,Jordan,266.65,9700.26
a05f37,United States,220.18,10637.52
aca6c0,United States,197.22,4945.38
a36493,United States,141.67,8214.36
a9741d,United States,212.36,6812.28
a301f3,United States,225.24,9044.94
a661bf,United States,0.45,
a3514f,United States,0.0,
abb007,United States,262.35,10934.7
a149c1,United States,175.11,7543.8
a2090d,United States,1.03,
aa0579,United States,43.92,2125.98
4d234e,Malta,230.92,11346.18
7cf5e5,Australia,0.06,
4d2362,Malta,288.94,12367.26
acb9ed,United States,250.96,10195.56
a85453,United States,37.6,868.68
aca6f6,United States,239.79,12473.94
a2dadf,United States,0.0,
c04463,Canada,239.84,12131.04
800b30,India,260.82,10424.16
aaf0c5,United States,120.39,3680.46
ab10d4,United States,217.98,10012.68
a24493,United States,214.14,11224.26
ad50a9,United States,0.0,
a84d62,United States,0.45,
ab7376,United States,254.15,9700.26
aab696,United States,84.5,2110.74
a301df,United States,258.51,9639.3
aa9b42,United States,5.4,
a8fda9,United States,192.03,9776.46
a9d70d,United States,45.42,579.12
a661df,United States,154.73,7383.78
70aebe,Nepal,73.18,
a6014e,United States,51.35,655.32
a77ad8,United States,207.45,6408.42
a1118c,United States,34.27,1318.26
acdc40,United States,254.36,10241.28
a6aaba,United States,208.9,10500.36
4d2341,Malta,228.62,11300.46
aa0559,United States,300.94,11231.88
ac801e,United States,203.73,4846.32
ab10df,United States,249.4,10317.48
a1e946,United States,206.86,5501.64
e49aea,Brazil,89.59,1851.66
a7f7a0,United States,218.02,10462.26
a5a4a0,United States,40.38,685.8
47c968,Norway,0.9,
ad5cfc,United States,83.65,3474.72
a58a19,United States,60.65,281.94
a0c94f,United States,216.95,10020.3
a149f1,United States,173.01,9875.52
a73410,United States,134.93,1920.24
abd690,United States,91.66,3604.26
ad50c9,United States,233.6,9479.28
aaf0e4,United States,42.85,2232.66
406b49,United Kingdom,249.87,11856.72
71c391,Republic of Korea,256.13,10721.34
a6140f,United States,211.23,11841.48
aa52a0,United States,0.0,
880c4b,Thailand,111.39,1219.2
a19965,United States,89.84,2956.56
ab7394,United States,196.24,11247.12
71c395,Republic of Korea,263.38,7536.18
a17303,United States,48.64,1280.16
71c393,Republic of Korea,244.94,10523.22
a44918,United States,218.82,10005.06
aa78f7,United States,119.88,2042.16
a44916,United States,228.44,10789.92
880c52,Thailand,174.39,5494.02
a07991,United States,29.25,15.24
a1863b,United States,277.94,10652.76
c007b3,Canada,64.79,1074.42
a59d63,United States,222.82,9342.12
a12fda,United States,251.14,11544.3
71c387,Republic of Korea,276.06,11483.34
a78da1,United States,222.32,9212.58
a36fa4,United States,208.72,9951.72
71c382,Republic of Korea,248.31,11109.96
a3ad6d,United States,68.14,685.8
a5a4c1,United States,220.32,9730.74
ad036b,United States,213.27,10683.24
a0c936,United States,248.51,11033.76
a7f7af,United States,138.96,2247.9
407e56,United Kingdom,218.21,9784.08
406b22,United Kingdom,133.24,2423.16
a74764,United States,260.16,11551.92
acf69b,United States,228.74,9928.86
3985e4,France,136.47,2065.02
a3ad88,United States,214.75,8526.78
acdc7f,United States,157.64,3421.38
ad0375,United States,229.98,10485.12
a53ad7,United States,168.38,11490.96
a59d5f,United States,0.0,
ad0373,United States,230.96,7383.78
a60d5c,United States,43.08,1028.7
c007d8,Canada,213.6,7627.62
c04413,Canada,3.6,
781934,China,253.93,10866.12
a48499,United States,225.61,8602.98
a3ad99,United States,234.94,13944.6
a44969,United States,227.83,10652.76
aa29d4,United States,77.55,2087.88
a0b65e,United States,58.77,861.06
a4f9d4,United States,46.31,419.1
a123e0,United States,194.97,9349.74
0d0ecf,Mexico,223.21,9037.32
8694d8,Japan,244.95,9883.14
a44963,United States,230.77,8747.76
a123e2,United States,222.85,9951.72
a123e3,United States,246.79,10881.36
a44962,United States,211.59,10683.24
a519da,United States,55.19,2186.94
a123d5,United States,62.21,998.22
a376e1,United States,89.32,2994.66
4b9da1,Turkey,193.95,10706.1
0d0ee3,Mexico,249.33,11148.06
c82c15,New Zealand,7.72,
a2097b,United States,26.95,274.32
ab2fb5,United States,134.12,4168.14
862d50,Japan,311.43,10020.3
a23ce3,United States,84.5,3870.96
a4493e,United States,0.39,
a55636,United States,44.27,281.94
a4493d,United States,212.47,10142.22
a4493c,United States,144.38,4579.62
0d0ef2,Mexico,92.01,861.06
a1d63d,United States,192.41,11925.3
a0b674,United States,50.86,243.84
a0af7c,United States,157.7,10515.6
a0669d,United States,246.54,10439.4
a23ccb,United States,185.83,8862.06
a506d1,United States,241.71,9860.28
a0a30e,United States,255.04,11117.58
ac9f19,United States,102.38,1828.8
a136de,United States,75.51,1325.88
a36fbf,United States,138.6,2438.4
a506d5,United States,198.7,10233.66
850d8c,Japan,239.53,8458.2
a0af67,United States,66.38,1805.94
4d228b,Malta,69.62,152.4
a6893e,United States,235.6,8999.22
a4dfd2,United States,219.28,11628.12
ab6c08,United States,252.28,11551.92
a65c08,United States,192.4,4975.86
8681ba,Japan,215.66,4030.98
7c808f,Australia,3.75,30.48
a04c67,United States,137.58,1760.22
a54312,United States,0.0,
a1bc29,United States,273.62,10629.9
e49b90,Brazil,198.1,12961.62
3c08c9,Germany,217.96,5615.94
ada167,United States,236.21,10713.72
407cf7,United Kingdom,0.0,
8681b2,Japan,165.57,8816.34
a123bf,United States,229.96,10035.54
a4719e,United States,59.43,205.74
a0fcd4,United States,276.63,8930.64
8681b0,Japan,314.92,11955.78
440666,Austria,235.44,10485.12
8681b6,Japan,211.67,11209.02
a1998a,United States,83.97,579.12
8681b3,Japan,172.06,6339.84
862d72,Japan,175.21,8968.74
abe930,United States,197.83,5189.22
8681b7,Japan,274.68,10340.34
a20980,United States,213.44,11993.88
440670,Austria,241.18,10088.88
a4491a,United States,91.34,853.44
8681aa,Japan,206.14,6332.22
8681ae,Japan,172.85,10218.42
8681ab,Japan,165.97,10858.5
a32952,United States,61.66,1036.32
aab624,United States,43.97,1432.56
acef18,United States,114.03,1455.42
a71a72,United States,240.29,12092.94
ad6fb5,United States,44.97,784.86
a2ef8e,United States,54.01,403.86
a804fe,United States,193.76,13510.26
a41014,United States,189.62,12992.1
ab7f50,United States,234.18,7543.8
aa51fe,United States,7.72,
a72167,United States,135.38,9509.76
c03bfb,Canada,206.32,10622.28
85d7c0,Japan,136.0,2377.44
a0a36d,United States,57.93,1097.28
7c3e75,Australia,61.92,2583.18
a30361,United States,42.56,304.8
abcf2f,United States,230.45,10355.58
abd627,United States,0.9,
7c585f,Australia,214.45,10759.44
a924fc,United States,187.68,3169.92
ada16f,United States,136.42,1150.62
c8200b,New Zealand,112.73,4823.46
aa9a70,United States,80.36,
ac4fd8,United States,3.34,
c880a8,Fiji,218.36,12603.48
84b7d8,Japan,131.58,1729.74
7c453a,Australia,44.03,396.24
ad0f29,United States,209.62,9364.98
a376ec,United States,205.45,11353.8
862d2e,Japan,317.38,11292.84
503cba,Lithuania,164.22,5364.48
a1e99d,United States,246.45,12748.26
a44983,United States,222.76,9966.96
a44982,United States,227.23,10698.48
a90aaa,United States,180.05,5798.82
a2d000,United States,0.06,
7c2b0b,Australia,30.0,868.68
a36fff,United States,214.53,8267.7
a8b760,United States,193.23,4953.0
a42323,United States,200.21,11437.62
a8b75a,United States,265.9,10904.22
ac56ba,United States,217.96,6995.16
a243cb,United States,173.55,3489.96
a95a1c,United States,240.69,10454.64
a8b75f,United States,264.22,9646.92
48c1a8,Poland,260.88,9768.84
84b7e5,Japan,179.94,11430.0
a7e4fb,United States,182.47,5798.82
a18694,United States,239.51,11871.96
a2934f,United States,145.37,822.96
868dd7,Japan,212.63,9601.2
ac3cbc,United States,241.79,13426.44
a84151,United States,54.55,4084.32
a9876e,United States,310.18,9151.62
a1bc3b,United States,62.35,
4b9dec,Turkey,55.22,
a8a43a,United States,73.57,228.6
aa9a57,United States,1.03,
a110e3,United States,74.36,1455.42
503cc0,Lithuania,5.4,
a98785,United States,287.69,10767.06
a4495c,United States,255.9,10401.3
7cf678,Australia,0.06,
adb401,United States,222.37,8374.38
7cf674,Australia,4.12,
aaf111,United States,218.08,10500.36
7cf676,Australia,5.92,
4cad64,Ireland,80.59,411.48
ac5765,United States,253.62,11620.5
a7d316,United States,212.86,12260.58
ad5d47,United States,135.06,3741.42
a11e02,United States,70.67,472.44
ad5d49,United States,159.2,3375.66
a92650,United States,225.04,10957.56
aab4e0,United States,52.97,2270.76
06a078,Qatar,255.1,10485.12
4cad4f,Ireland,226.57,10728.96
aca757,United States,216.73,10927.08
ad7760,United States,166.41,4739.64
a3f057,United States,47.66,2331.72
06a072,Qatar,216.13,11315.7
a7df59,United States,193.22,11452.86
06a081,Qatar,232.28,9585.96
06a080,Qatar,226.52,9471.66
4c01e5,Serbia,213.75,9212.58
a3f04a,United States,210.35,8473.44
c055c6,Canada,177.1,4625.34
c055c9,Canada,134.28,2103.12
a89c23,United States,266.06,10126.98
7cf64a,Australia,4.12,
c055d2,Canada,110.05,2080.26
a9d6b8,United States,229.22,14577.06
a92664,United States,46.78,335.28
a3a0eb,United States,235.21,8755.38
7c801e,Australia,116.8,5760.72
3c4589,Germany,239.1,10020.3
06a092,Qatar,223.76,8237.22
3c4588,Germany,262.83,10485.12
ad6446,United States,124.13,2095.5
c055eb,Canada,120.78,1287.78
4cad48,Ireland,278.42,12534.9
06a07d,Qatar,239.05,11536.68
a7cc55,United States,69.25,502.92
a4c0db,United States,152.96,3246.12
a80689,United States,232.86,11993.88
4cad45,Ireland,159.63,2049.78
3482d5,Spain,312.5,12245.34
39cf05,France,267.38,11376.66
aa4c3e,United States,204.33,6256.02
a1bc9f,United States,59.55,1661.16
ab6af3,United States,117.57,1524.0
3949e9,France,265.54,12374.88
7cf649,Australia,0.45,
4cad2b,Ireland,119.19,1844.04
3c4584,Germany,232.63,8671.56
7c8002,Australia,40.22,236.22
a733e6,United States,231.5,9250.68
7c8001,Australia,56.2,2049.78
3c4599,Germany,249.88,10401.3
c82089,New Zealand,189.13,6591.3
a2f694,United States,52.39,815.34
4d21b1,Malta,270.47,9745.98
ab0a73,United States,0.0,
a1bc92,United States,263.3,10248.9
3c458e,Germany,270.7,7757.16
a7d31b,United States,38.48,228.6
06a09b,Qatar,215.43,10111.74
a600e4,United States,251.05,12573.0
a41c69,United States,0.0,
155c34,Russian Federation,43.21,
7cf62d,Australia,8.23,
ad775d,United States,228.28,8229.6
7cf62e,Australia,0.0,
ab0a76,United States,166.1,3352.8
8406e8,Japan,171.6,4945.38
3c4592,Germany,210.5,9921.24
aa797d,United States,58.0,396.24
3c4590,Germany,259.65,10949.94
abd4e7,United States,191.92,6667.5
acdaa5,United States,256.31,13860.78
4cad3a,Ireland,227.01,9768.84
3c4597,Germany,299.31,10706.1
ac578c,United States,200.72,11849.1
7cf639,Australia,5.92,
c00899,Canada,194.12,11094.72
a5a62f,United States,243.24,12588.24
ab2496,United States,73.05,175.26
0d0f91,Mexico,75.62,2362.2
a0053e,United States,54.55,472.44
ac91cd,United States,251.63,12108.18
abc1bc,United States,0.06,
a01880,United States,228.94,9875.52
ac91ce,United States,76.05,3337.56
e4a2d6,Brazil,85.44,1013.46
a78304,United States,126.69,7185.66
e4a2d5,Brazil,257.22,11315.7
7c806f,Australia,243.82,10073.64
a41096,United States,239.23,12755.88
a0fe31,United States,74.34,1028.7
4d21eb,Malta,136.04,1706.88
ad01ab,United States,0.0,
ac91d4,United States,274.2,10172.7
a53001,United States,121.5,2567.94
846910,Japan,234.91,5882.64
a53006,United States,214.03,10652.76
ad5d5f,United States,233.05,7459.98
a04bbe,United States,193.95,4053.84
aa03a2,United States,62.8,434.34
a0c8f2,United States,39.3,251.46
a24526,United States,213.05,10180.32
aa4c1a,United States,206.92,11414.76
ab0a92,United States,7.72,
862d94,Japan,7.46,
ab0a95,United States,9.26,
a2d094,United States,41.18,647.7
407cd2,United Kingdom,243.18,8412.48
adb437,United States,206.26,8046.72
a79625,United States,262.17,12214.86
a29eb6,United States,228.47,10187.94
a22b09,United States,60.15,1188.72
acedf5,United States,231.75,11559.54
acdac6,United States,103.06,7261.86
a2450b,United States,4.37,
a29eac,United States,166.85,3611.88
a198ed,United States,273.36,11117.58
a72ca2,United States,264.75,12062.46
aca788,United States,218.68,11178.54
a97fc9,United States,214.63,11818.62
86ddf0,Japan,261.75,10561.32
e49b51,Brazil,195.06,5334.0
aa4c12,United States,54.99,1264.92
a3b3df,United States,247.39,10972.8
151fc3,Russian Federation,259.71,10828.02
a80641,United States,227.57,10073.64
a198c4,United States,37.58,1501.14
a208b1,United States,224.49,9319.26
4c01ee,Serbia,231.02,10477.5
a6897c,United States,43.77,838.2
7cf67b,Australia,0.0,
a9618a,United States,185.64,6195.06
ab0a9d,United States,247.93,10172.7
a866aa,United States,227.46,9639.3
a4105b,United States,140.44,2987.04
aaea8c,United States,110.3,1676.4
a7cc01,United States,64.89,2430.78
151fb5,Russian Federation,27.44,3672.84
4d21f0,Malta,99.96,1158.24
a7cc00,United States,63.62,845.82
ad5d95,United States,212.49,6903.72
0d0380,Mexico,215.96,8755.38
ad646e,United States,218.51,9806.94
7cf66f,Australia,7.72,
a5ffeb,United States,38.62,2362.2
a1b092,United States,9.77,
a6765e,United States,47.85,1325.88
45d965,Denmark,156.55,3268.98
a302a0,United States,73.13,144.78
a49857,United States,73.63,2103.12
a292aa,United States,34.78,1386.84
a25886,United States,275.92,13197.84
a54eac,United States,162.61,8801.1
a448db,United States,5.66,
78072a,China,299.38,9921.24
881427,Thailand,159.25,2979.42
a5ee13,United States,229.43,8907.78
e4a393,Brazil,209.31,10363.2
881421,Thailand,232.64,8473.44
e4a391,Brazil,182.35,5920.74
e4a390,Brazil,127.67,2849.88
71bd87,Republic of Korea,243.52,10157.46
a0fe7a,United States,237.11,9395.46
71bd85,Republic of Korea,219.0,6507.48
a90059,United States,40.3,243.84
39c495,France,85.55,441.96
aac9d3,United States,70.01,434.34
a28bc9,United States,59.68,571.5
a448d7,United States,237.55,9730.74
a448d5,United States,227.52,9304.02
a0a2bd,United States,183.02,10416.54
45d970,Denmark,189.37,9707.88
0d0f5f,Mexico,195.85,4602.48
0d0f5e,Mexico,231.46,10988.04
a35202,United States,69.76,2956.56
a28bbf,United States,209.87,11963.4
a30ee0,United States,44.09,1059.18
a53ba4,United States,95.98,723.9
a448d1,United States,183.79,5875.02
4b9e43,Turkey,230.97,7711.44
780750,China,64.19,198.12
4b9e44,Turkey,178.86,10706.1
a448ba,United States,225.85,11254.74
a28bb8,United States,6.43,
a675a9,United States,200.12,5311.14
a09b53,United States,61.39,571.5
a91382,United States,289.03,12001.5
a28baa,United States,143.44,4792.98
ac2c10,United States,220.95,10668.0
a3fbc7,United States,73.57,1379.22
ab2647,United States,50.46,2308.86
a86810,United States,66.06,2910.84
a7d39a,United States,216.51,10690.86
a36516,United States,253.39,11551.92
a2452f,United States,254.97,10248.9
a89086,United States,222.13,10652.76
4d20ff,Malta,241.28,11071.86
a2452c,United States,87.47,2011.68
a2452a,United States,264.97,10660.38
aa79a6,United States,211.54,11201.4
a35254,United States,262.9,11109.96
a7e691,United States,153.9,4030.98
ac2c23,United States,241.67,9006.84
7c2be5,Australia,59.04,1562.1
abbca1,United States,242.28,11559.54
7c2be7,Australia,165.61,7787.64
ab3989,United States,207.18,8366.76
0d0f14,Mexico,156.79,4030.98
76b450,Singapore,222.2,8884.92
a24591,United States,178.45,3581.4
34718e,Spain,207.33,10279.38
7c2be9,Australia,177.94,7734.3
a42efc,United States,241.5,8343.9
4b9e4a,Turkey,13.38,
a6a03c,United States,42.73,1767.84
7c7b55,Australia,59.43,762.0
7cf865,Australia,218.8,9456.42
ac2c33,United States,276.05,8938.26
76b44f,Singapore,99.3,1211.58
a5307f,United States,215.55,10264.14
a6506d,United States,140.42,3002.28
a1c2e3,United States,276.76,12321.54
a06703,United States,230.48,9250.68
7c7b45,Australia,47.91,289.56
a34b64,United States,228.95,11170.92
4c0222,Serbia,248.33,10447.02
ac3f4c,United States,184.72,3406.14
ab398f,United States,45.07,1074.42
800c3e,India,228.68,10104.12
ac9fe9,United States,273.18,11277.6
aca948,United States,220.47,10111.74
adf194,United States,207.0,10652.76
a2589d,United States,97.2,4312.92
71aa47,Republic of Korea,69.12,632.46
ab0018,United States,23.47,
7c2bc6,Australia,236.02,7094.22
c88019,Fiji,118.99,1813.56
7c2bc5,Australia,211.31,10927.08
a4e80d,United States,61.07,236.22
7c3ef5,Australia,67.19,1028.7
0d0f35,Mexico,257.45,12359.64
a448fc,United States,7.72,
a24573,United States,258.87,10195.56
a65086,United States,260.13,10347.96
aa9afc,United States,99.63,1943.1
a7706b,United States,252.38,14043.66
a91349,United States,264.13,11513.82
a292c9,United States,176.84,6499.86
a9d6e0,United States,44.19,1120.14
a8f338,United States,219.53,10614.66
ac2c56,United States,243.89,11224.26
a28be1,United States,189.35,12009.12
a47206,United States,61.15,1584.96
a3c847,United States,199.33,3695.7
a3520e,United States,118.95,1943.1
ac8ce5,United States,238.63,10759.44
aca94b,United States,75.3,129.54
a9cff2,United States,53.03,1120.14
0c43b0,Dominican Republic,83.4,1638.3
a720eb,United States,188.9,5852.16
ac3338,United States,210.33,9974.58
a9cff8,United States,178.45,5943.6
a36556,United States,198.98,6522.72
a973e0,United States,263.45,11551.92
a448f6,United States,86.95,434.34
a448f5,United States,216.73,10233.66
4d2237,Malta,145.33,1866.9
7c3381,Australia,27.65,251.46
4cabd1,Ireland,268.28,10256.52
ac2abd,United States,208.0,6499.86
4cabd3,Ireland,248.47,9677.4
ac943f,United States,74.54,1295.4
ac8d5c,United States,223.15,8290.56
abaa1a,United States,266.0,9204.96
a6fb2e,United States,236.44,12809.22
acca19,United States,232.08,9959.34
4d221f,Malta,0.0,
4d221a,Malta,232.86,11407.14
ab0adf,United States,80.54,2270.76
a89bab,United States,62.93,693.42
a97549,United States,42.7,198.12
8469ec,Japan,266.24,10264.14
a6abcc,United States,235.67,7437.12
ac7a33,United States,202.99,11239.5
a18723,United States,233.12,9486.9
a71b43,United States,138.87,2118.36
ab879f,United States,226.04,10005.06
abc455,United States,188.26,11643.36
a3a27a,United States,211.01,8389.62
adc7bd,United States,43.49,952.5
a7e5c1,United States,236.74,11026.14
43c172,United Kingdom,187.76,10988.04
a4ce9d,United States,280.86,10203.18
a137b0,United States,157.3,4991.1
a9ab07,United States,232.58,7932.42
4cabd4,Ireland,0.0,
a4bb97,United States,67.41,1965.96
a422da,United States,2.06,
acf76f,United States,44.95,2301.24
a4bb8a,United States,13.38,
a017a8,United States,227.63,9944.1
7c80ae,Australia,137.43,5410.2
800c4a,India,6.43,
a3526a,United States,62.47,1508.76
4c0242,Serbia,145.23,5623.56
abc478,United States,179.23,4343.4
4c0241,Serbia,113.98,5646.42
a47244,United States,207.53,7040.88
4c0244,Serbia,130.64,5638.8
a7def8,United States,153.27,3116.58
a805f3,United States,195.94,3649.98
a9d836,United States,44.05,1257.3
a782e4,United States,146.52,2164.08
abb12d,United States,260.02,12115.8
aaf1f2,United States,76.14,228.6
7c80b9,Australia,4.37,68.58
a47e89,United States,221.37,11277.6
aa9000,United States,54.53,2255.52
a4ce64,United States,221.91,13815.06
a1bd0a,United States,46.71,419.1
ab616f,United States,212.63,11102.34
aa4ce2,United States,118.54,1440.18
a65bb7,United States,253.9,11064.24
a5ee51,United States,186.66,6240.78
84091b,Japan,196.57,11346.18
c008f0,Canada,0.0,
a124b5,United States,199.52,4930.14
abbd8d,United States,206.28,4739.64
a6d8e7,United States,217.71,11056.62
a35da8,United States,129.08,2377.44
a0543b,United States,1.29,
7c80fb,Australia,117.92,5074.92
adea33,United States,74.14,1051.56
ac8176,United States,0.0,
aaf1fa,United States,246.04,9730.74
a688ff,United States,0.0,
a90090,United States,34.92,876.3
a29405,United States,13.5,266.7
c0583a,Canada,0.64,
a6286f,United States,231.04,13395.96
ab618b,United States,218.52,10660.38
a11db4,United States,102.01,1851.66
a84200,United States,203.75,10264.14
c03210,Canada,180.07,5021.58
a16d22,United States,238.19,11841.48
406c3a,United Kingdom,220.99,12443.46
3c55c1,Germany,216.17,9982.2
86d492,Japan,83.86,1379.22
c88098,Fiji,213.7,12176.76
a72e5b,United States,55.15,571.5
abb172,United States,104.68,982.98
a7dec2,United States,118.29,2933.7
a65bbc,United States,265.46,10561.32
a0541b,United States,213.11,10668.0
0d01e0,Mexico,200.86,8923.02
aa79f6,United States,203.94,4511.04
c8809d,Fiji,230.27,13106.4
ac3f09,United States,210.84,8945.88
ad4afe,United States,187.63,
ad049a,United States,229.1,8907.78
801397,India,316.73,11209.02
a9b0ed,United States,253.59,8557.26
7c80f6,Australia,132.76,5394.96
78071e,China,1.8,
c04535,Canada,72.33,998.22
a72213,United States,208.0,9723.12
a5db2c,United States,1.8,
4cabf8,Ireland,256.33,11117.58
70afb7,Nepal,256.8,11010.9
a6c705,United States,33.93,502.92
e49a96,Brazil,242.44,11864.34
c008a9,Canada,248.71,10500.36
a1878a,United States,240.25,10881.36
a4e7c9,United States,247.42,11056.62
7c5962,Australia,43.55,1417.32
a22ac6,United States,0.0,
a9ab87,United States,0.0,
a39a19,United States,139.92,1211.58
a0a457,United States,237.39,10888.98
c05819,Canada,74.37,1501.14
ab8726,United States,55.05,2042.16
a231c1,United States,67.26,861.06
c030fd,Canada,231.5,9989.82
a39a13,United States,257.7,7543.8
a67735,United States,37.51,228.6
861b47,Japan,269.88,10622.28
0d0dd1,Mexico,207.46,12161.52
a3adce,United States,157.95,6286.5
a3b4c7,United States,219.76,8778.24
a3b4c8,United States,6.69,
0d0dd9,Mexico,246.41,10462.26
a53d2c,United States,254.89,10027.92
a42405,United States,201.21,12969.24
a67748,United States,4.89,
a0fde6,United States,235.45,9387.84
ada296,United States,270.68,10447.02
ab1db2,United States,0.64,
a9b23d,United States,48.92,1021.08
a124d4,United States,212.79,9989.82
a3b4d6,United States,237.68,10751.82
0d0de3,Mexico,0.9,
86d2aa,Japan,209.06,5775.96
a27a26,United States,212.16,7559.04
a9c57c,United States,128.78,2065.02
7c3f17,Australia,200.84,8100.06
a05470,United States,195.16,7627.62
0d0ddb,Mexico,165.64,5212.08
c03e07,Canada,223.27,11186.16
ab5a01,United States,207.12,11239.5
a53d54,United States,48.33,388.62
861b64,Japan,202.3,4183.38
7c3f0a,Australia,0.39,
a3f120,United States,177.53,4884.42
ac57af,United States,2.31,
ac57d2,United States,231.0,7444.74
a83b6a,United States,62.49,784.86
aafdc4,United States,215.0,11803.38
850e58,Japan,165.97,11490.96
a41131,United States,126.94,2141.22
407f19,United Kingdom,264.46,11041.38
ab37f0,United States,46.65,1973.58
abbd0a,United States,0.0,
c82b32,New Zealand,231.69,5974.08
a2dd86,United States,53.71,1280.16
a1b162,United States,122.4,2316.48
a912f0,United States,176.92,4587.24
a34ae0,United States,211.89,9067.8
4cac16,Ireland,12.23,8488.68
4cac10,Ireland,251.71,10622.28
a96e9a,United States,232.01,11201.4
aaa438,United States,248.48,11026.14
861b06,Japan,183.73,5372.1
a27a70,United States,194.77,5958.84
a471a8,United States,48.94,609.6
a1b153,United States,9.99,411.48
c82b43,New Zealand,55.66,617.22
a00605,United States,52.79,952.5
a34ae6,United States,125.01,1805.94
a5e287,United States,34.78,502.92
a41117,United States,163.2,7574.28
7c330e,Australia,53.78,1402.08
ac8d3c,United States,260.09,10248.9
a2d122,United States,71.12,1371.6
7c3f5c,Australia,126.45,5280.66
c030eb,Canada,211.01,9989.82
a0a480,United States,10.8,
0291a4,Tunisia,127.0,899.16
710056,Saudi Arabia,242.34,8877.3
710055,Saudi Arabia,234.92,9525.0
0d0da4,Mexico,216.78,12169.14
acdd1b,United States,229.73,10088.88
aa9b82,United States,182.89,4030.98
ac31a1,United States,202.77,10949.94
a9755d,United States,34.5,182.88
ab24f1,United States,138.85,4259.58
850e7a,Japan,95.17,1211.58
abaa0e,United States,218.2,10591.8
ab6d73,United States,30.08,632.46
a3adb9,United States,245.65,9646.92
a3176b,United States,283.01,9951.72
a9d871,United States,51.41,967.74
a7d2f1,United States,206.49,6888.48
861b28,Japan,0.06,
868ee4,Japan,287.59,11643.36
a3c7d6,United States,62.77,1684.02
48c2b2,Poland,238.21,11338.56
48c2b0,Poland,227.01,10706.1
abbd47,United States,0.0,
886289,Thailand,257.24,13167.36
a17fb5,United States,266.5,11148.06
ad6543,United States,56.14,1447.8
a72dfd,United States,56.94,2042.16
886281,Thailand,296.05,12252.96
71c516,Republic of Korea,233.04,6385.56
a079db,United States,81.49,563.88
7c7a5d,Australia,37.68,662.94
a6c781,United States,231.95,10835.64
4cac46,Ireland,227.77,11666.22
a89d59,United States,252.28,9273.54
a0afa5,United States,249.23,12054.84
ac3e5d,United States,199.15,11452.86
3c3d54,Germany,18.52,
71c514,Republic of Korea,213.74,6576.06
a471ec,United States,250.84,10934.7
ad0ee3,United States,279.1,14340.84
ac92b1,United States,198.65,9113.52
48c2a2,Poland,132.84,1981.2
a5a790,United States,46.2,121.92
71be29,Republic of Korea,253.95,9227.82
a079f0,United States,64.44,1333.5
a28191,United States,47.87,868.68
a12622,United States,220.72,10012.68
71be24,Republic of Korea,225.82,8930.64
a12625,United States,201.11,10195.56
aceebc,United States,109.97,2278.38
7c7a4a,Australia,194.48,11369.04
a3c906,United States,203.02,13441.68
c043b7,Canada,211.69,10713.72
7c7a4d,Australia,210.14,12222.48
4cac56,Ireland,232.15,11338.56
a9d7e3,United States,4.12,
4cac53,Ireland,192.8,10668.0
a867f5,United States,50.17,
a1b190,United States,51.86,4411.98
aab5ff,United States,73.05,731.52
a50900,United States,125.76,1722.12
