icao24,origin_country,velocity,geo_altitude
c038c8,Canada,245.29,10165.08
acaad4,United States,145.27,8618.22
ad1a4e,United States,217.81,11879.58
ac015f,United States,205.29,9989.82
ae4d64,United States,41.24,22.86
abf480,United States,41.85,1173.48
c82817,New Zealand,95.33,3253.74
c07534,Canada,158.51,6057.9
c82835,New Zealand,116.88,4335.78
a1909c,United States,171.37,11140.44
c08863,Canada,224.89,10942.32
c08864,Canada,231.2,10904.22
c08861,Canada,244.5,9738.36
c08862,Canada,284.43,11186.16
a5cf66,United States,143.89,3573.78
4bb276,Turkey,174.37,10187.94
a9da71,United States,63.12,891.54
7585e1,Philippines,211.46,8717.28
a5d643,United States,225.86,10622.28
a9da5c,United States,44.14,1295.4
ab4f07,United States,31.33,7.62
c08852,Canada,198.32,11262.36
a15516,United States,220.3,8191.5
a380ef,United States,48.38,647.7
c08853,Canada,236.08,10835.64
c08851,Canada,247.06,11292.84
a5c31b,United States,209.38,11536.68
7608eb,Pakistan,255.7,11041.38
a095aa,United States,205.63,9159.24
c0884e,Canada,257.84,11925.3
4bb288,Turkey,225.38,10820.4
c0884f,Canada,236.97,11666.22
a28812,United States,200.24,5417.82
c06e45,Canada,156.51,3177.54
a9ed9d,United States,57.61,1127.76
a0c09a,United States,9.26,
e49807,Brazil,75.73,2156.46
acb285,United States,188.47,7505.7
a01b5c,United States,0.0,
896407,United Arab Emirates,229.49,10096.5
a41852,United States,58.55,1813.56
a68096,United States,237.72,12169.14
a57eb8,United States,0.0,
7c39f1,Australia,157.53,5105.4
7c39f3,Australia,124.9,1866.9
a57eb0,United States,169.47,5280.66
020176,Morocco,224.08,10767.06
020175,Morocco,217.1,10751.82
a37b0c,United States,184.97,10020.3
a3e525,United States,228.69,9380.22
758773,Philippines,4.63,
a4c8d2,United States,223.12,10767.06
758772,Philippines,241.64,9852.66
a65835,United States,122.14,5806.44
a07bfa,United States,33.97,777.24
75875e,Philippines,130.43,2651.76
70c13e,Oman,210.48,9509.76
adde95,United States,241.95,10820.4
a0cbd6,United States,172.59,6088.38
89640a,United Arab Emirates,218.54,10728.96
a33ed6,United States,240.17,8671.56
a2886c,United States,190.29,11064.24
758769,Philippines,155.85,4389.12
a7f080,United States,51.19,701.04
4004fe,United Kingdom,90.03,1181.1
c82871,New Zealand,140.27,5654.04
a4b5b6,United States,239.74,11445.24
a1fec6,United States,59.62,1684.02
a095f0,United States,197.72,8862.06
a1a51a,United States,44.04,914.4
aa718b,United States,297.54,12633.96
a02238,United States,47.82,457.2
c038ac,Canada,265.18,10774.68
c038aa,Canada,249.74,9951.72
7c39b2,Australia,3.6,
c038a3,Canada,122.32,1973.58
a03574,United States,247.19,10828.02
a7f05c,United States,35.47,144.78
a082d2,United States,46.69,1211.58
a608e5,United States,39.56,160.02
a358bd,United States,140.64,2545.08
a16883,United States,228.25,9433.56
a01b65,United States,285.36,11170.92
a33eb1,United States,43.52,22.86
758724,Philippines,161.76,4328.16
a32bf3,United States,216.85,11277.6
c060bc,Canada,58.55,373.38
ac0d21,United States,223.27,11193.78
c060bf,Canada,220.96,10492.74
a465df,United States,232.45,11963.4
a1559d,United States,62.27,822.96
c060ba,Canada,214.01,9022.08
7c6334,Australia,75.12,1226.82
70c10b,Oman,225.12,9578.34
a2be6d,United States,119.35,1623.06
70c10d,Oman,207.67,9814.56
70c107,Oman,266.5,11178.54
a87cf9,United States,115.07,1379.22
a83683,United States,64.11,990.6
7c7659,Australia,0.0,
a32bcb,United States,68.94,1043.94
75871f,Philippines,42.34,1478.28
c060c9,Canada,243.03,11993.88
a2b223,United States,222.64,10332.72
c060c8,Canada,133.3,1341.12
75871b,Philippines,142.2,1965.96
4baac1,Turkey,230.91,10683.24
a6e361,United States,235.74,9433.56
c060c5,Canada,247.13,11864.34
c060c3,Canada,199.67,4709.16
c060c2,Canada,232.48,10218.42
4bb1a5,Turkey,270.57,11056.62
a7f040,United States,221.88,10698.48
a38223,United States,253.44,11536.68
a0e5fe,United States,72.99,1112.52
aa8499,United States,147.44,3246.12
a32bba,United States,213.86,9890.76
a37b45,United States,245.5,6065.52
a3a8c0,United States,230.34,9921.24
a8103e,United States,0.0,
a25b66,United States,237.49,9227.82
a37b1c,United States,196.41,11224.26
a598b9,United States,200.84,10622.28
a4fe01,United States,167.69,5334.0
a1feea,United States,189.86,5082.54
aac111,United States,52.78,960.12
70c124,Oman,303.46,11742.42
7c39f7,Australia,157.81,7719.06
7c39f6,Australia,0.0,
02013f,Morocco,186.34,3992.88
a33eda,United States,232.45,9997.44
a27567,United States,215.51,9364.98
a25b3f,United States,211.16,10812.78
ad4747,United States,202.18,10873.74
7822d4,China,150.73,2720.34
a8102a,United States,267.7,10645.14
a8d3c1,United States,218.67,10866.12
8005f4,India,3.86,
a5124c,United States,213.12,5234.94
acab11,United States,213.04,10027.92
780a62,China,280.88,11102.34
e48ffa,Brazil,247.18,11346.18
8005f0,India,249.2,11102.34
a968f8,United States,205.05,7970.52
a9084d,United States,205.31,7033.26
aa3579,United States,191.73,4899.66
8a07a5,Indonesia,0.0,
e80615,Chile,235.31,11803.38
780a5a,China,7.46,
acd83d,United States,126.93,1386.84
a9ee34,United States,42.25,990.6
e80618,Chile,206.11,9646.92
780a5c,China,263.01,11292.84
a955d1,United States,3.34,
7c1474,Australia,251.89,10812.78
78114a,China,89.96,876.3
a81bb3,United States,63.36,609.6
7c1470,Australia,260.43,11056.62
780a70,China,229.8,10233.66
a76552,United States,62.27,106.68
a9ee1f,United States,28.57,91.44
a68bf3,United States,39.85,396.24
895057,Brunei Darussalam,299.98,12397.74
c07fea,Canada,93.38,525.78
c02655,Canada,170.03,10866.12
7c146f,Australia,251.92,12969.24
ac5b43,United States,223.0,12451.08
a7b520,United States,186.44,13144.5
7c61d5,Australia,51.57,548.64
abfefd,United States,270.23,11254.74
ac12d6,United States,249.33,10911.84
c0133f,Canada,238.39,10477.5
e8061f,Chile,195.3,10279.38
e8061a,Chile,219.18,10226.04
ac6243,United States,108.4,1021.08
e8061b,Chile,3.34,
c060b8,Canada,119.64,1348.74
e48fcf,Brazil,195.92,5707.38
c060b9,Canada,136.84,6446.52
7c1468,Australia,1.29,
c060b3,Canada,137.09,7002.78
7cfa12,Australia,59.76,1051.56
ac12be,United States,288.34,11841.48
896354,United Arab Emirates,243.01,11346.18
a81bcc,United States,195.32,10500.36
780a7b,China,260.39,12885.42
abebbe,United States,220.29,12054.84
345353,Spain,235.3,12100.56
acd85e,United States,148.72,7078.98
a5c2ea,United States,217.17,11209.02
a87223,United States,252.21,10820.4
a38252,United States,194.73,9997.44
77044c,Sri Lanka,224.17,7604.76
ac7581,United States,260.88,11376.66
780a94,China,242.21,12618.72
896363,United Arab Emirates,242.72,10226.04
7c6deb,Australia,234.31,11292.84
a75e7e,United States,237.49,9745.98
abebe0,United States,241.31,12268.2
a2c574,United States,238.07,10789.92
a07d01,United States,208.89,10515.6
846bb6,Japan,12.35,
a452c4,United States,244.07,9616.44
a6a88c,United States,238.86,9966.96
a5c2dd,United States,71.31,762.0
ac5b66,United States,257.84,8991.6
7c6ded,Australia,258.44,11224.26
a7650b,United States,202.51,9707.88
a6eeb9,United States,225.99,9966.96
4bb0f6,Turkey,239.78,10408.92
acab54,United States,0.0,
4bb0f5,Turkey,226.46,9258.3
4bb0f3,Turkey,242.4,10965.18
a20d0e,United States,234.75,9753.6
a32d01,United States,78.36,1821.18
ac6266,United States,217.75,11216.64
a5120d,United States,53.5,2141.22
a4f210,United States,53.68,716.28
4bb0ed,Turkey,227.87,10614.66
aa7ba7,United States,262.05,9966.96
4bb0eb,Turkey,0.0,
aba582,United States,54.88,1379.22
780a9c,China,243.82,9342.12
89631c,United Arab Emirates,266.12,8976.36
c07fb5,Canada,154.35,7239.0
ade548,United States,104.91,1150.62
c01f28,Canada,8.23,
c07fb0,Canada,88.2,685.8
a0e751,United States,137.81,1173.48
c07fb1,Canada,214.74,10576.56
a21417,United States,52.97,2247.9
a7c819,United States,143.07,1493.52
a3e55b,United States,63.63,891.54
a3e55a,United States,0.0,
acab3f,United States,5.4,
a3f88e,United States,228.64,9547.86
aa3527,United States,41.7,541.02
a5d5ae,United States,3.09,
4bb0fa,Turkey,254.07,12458.7
c01f1e,Canada,190.73,11384.28
c07fb9,Canada,151.12,3238.5
ad7b4d,United States,203.5,12816.84
c086bf,Canada,190.13,8724.9
a287a4,United States,256.79,9441.18
aa2e36,United States,228.9,7688.58
a56be4,United States,51.17,1371.6
a6eed5,United States,244.16,8465.82
ac6289,United States,0.77,
88434a,Thailand,129.44,5478.78
841e00,Japan,184.81,11894.82
c07fdb,Canada,279.39,12778.74
75876b,Philippines,202.21,6560.82
a69ede,United States,44.14,312.42
0d81e4,Venezuela,136.49,3893.82
a51e7d,United States,232.45,10309.86
a3e584,United States,211.31,13312.14
4bb0e7,Turkey,257.87,12435.84
4bb0e8,Turkey,242.05,12588.24
4bb0e5,Turkey,220.75,8374.38
a6eec9,United States,170.74,3154.68
a06a07,United States,113.89,2400.3
a06a09,United States,222.07,10096.5
758793,Philippines,253.08,10759.44
aa8eb3,United States,187.22,12146.28
896315,United Arab Emirates,232.55,9067.8
a047db,United States,74.54,1028.7
a4f239,United States,0.0,
89630d,United Arab Emirates,253.24,8039.1
a6f5b5,United States,239.59,10020.3
89630c,United Arab Emirates,255.49,10995.66
a06a12,United States,137.98,5867.4
a37aa3,United States,267.41,9532.62
84cefa,Japan,291.01,11094.72
88084d,Thailand,229.71,9669.78
c06189,Canada,6.17,
aa9721,United States,131.64,1432.56
88084a,Thailand,200.84,5204.46
a22771,United States,173.97,9281.16
880857,Thailand,230.82,9128.76
abec9b,United States,199.95,6499.86
a26df9,United States,244.11,10805.16
c80daf,New Zealand,56.96,472.44
ab680f,United States,129.64,1783.08
880852,Thailand,200.15,6065.52
c0617a,Canada,239.87,10264.14
a2d7d0,United States,51.18,617.22
84bbdf,Japan,162.66,11445.24
c06177,Canada,240.47,11079.48
a1ed2c,United States,128.29,3048.0
c06179,Canada,186.26,10675.62
c06175,Canada,222.17,8679.18
c06171,Canada,90.32,845.82
880847,Thailand,222.31,11955.78
880846,Thailand,200.26,7147.56
abe075,United States,204.52,11247.12
a417c9,United States,211.44,10645.14
c0616c,Canada,204.76,7901.94
a68d02,United States,235.3,10911.84
ad2c9f,United States,9.77,
a51dc3,United States,59.3,274.32
a3472f,United States,146.79,2735.58
c827ee,New Zealand,217.14,4274.82
86789e,Japan,148.61,8473.44
a19d59,United States,226.12,8808.72
a287da,United States,107.58,1143.0
a22752,United States,73.17,1539.24
a0ba19,United States,223.72,9563.1
e0664b,Argentina,216.23,11452.86
a3f7f6,United States,45.8,731.52
a3f7f3,United States,165.46,3985.26
a99269,United States,85.61,3238.5
c827f0,New Zealand,144.72,3116.58
a75da8,United States,226.29,6088.38
c0619b,Canada,216.61,11369.04
7609f2,Pakistan,234.71,9105.9
a0977d,United States,136.21,3718.56
a69419,United States,51.86,1371.6
ad2095,United States,222.78,9380.22
ac38c0,United States,43.3,1417.32
add0cd,United States,223.54,11833.86
aaf8c6,United States,156.34,3352.8
c1e475,Canada,1.03,
a63dc7,United States,196.02,5539.74
a21432,United States,252.77,10706.1
a07134,United States,83.9,388.62
c06193,Canada,160.57,5250.18
a8c267,United States,32.94,15.24
c1e479,Canada,1.8,
7586d7,Philippines,93.99,1493.52
c0618e,Canada,222.09,11330.94
a18a1c,United States,186.51,10378.44
7609e4,Pakistan,69.26,335.28
a537ed,United States,226.91,9525.0
4bab22,Turkey,278.77,10706.1
89639c,United Arab Emirates,277.21,
aae5a9,United States,121.57,1432.56
a2bdff,United States,64.9,236.22
a2fa49,United States,53.85,1379.22
7c6de9,Australia,6.17,
4bb206,Turkey,211.34,10043.16
aa1b9f,United States,233.53,9806.94
7586a8,Philippines,110.15,1318.26
a46785,United States,221.06,12085.32
a1f46b,United States,191.12,6896.1
a32d85,United States,70.96,815.34
7c6de4,Australia,210.36,11445.24
4bb203,Turkey,199.67,10637.52
7c6dda,Australia,212.33,12100.56
ac6e0b,United States,77.65,632.46
a2b1ab,United States,228.53,8884.92
a955fd,United States,132.85,2659.38
a19163,United States,44.19,1623.06
80073d,India,59.61,11696.7
7c74d8,Australia,68.76,541.02
4bab27,Turkey,251.11,10911.84
80073e,India,259.07,11704.32
aadec2,United States,82.97,2651.76
7c6ddd,Australia,206.24,12275.82
a9ee4b,United States,50.66,2270.76
4bb20a,Turkey,239.37,9806.94
7609ae,Pakistan,207.92,
7c6dd9,Australia,255.07,11864.34
a02f05,United States,23.66,38.1
7c6dd6,Australia,264.56,10965.18
a8d574,United States,88.18,990.6
7c6dd4,Australia,225.7,11414.76
a9e21e,United States,37.68,1463.04
a6f5fc,United States,245.06,10104.12
a9087f,United States,177.44,8839.2
47838c,Norway,70.87,1203.96
a2014d,United States,42.88,594.36
89637d,United Arab Emirates,215.19,9502.14
a7a25f,United States,248.99,10957.56
8a07d3,Indonesia,0.0,
a9ee47,United States,52.23,1005.84
ad45a4,United States,238.08,9784.08
a44d3f,United States,221.06,10149.84
c1e422,Canada,1.54,
ad7b02,United States,33.32,495.3
ab05e2,United States,3.86,
a381b1,United States,262.69,12702.54
a2c4bb,United States,10.42,243.84
780a43,China,247.3,11658.6
7c6dc9,Australia,211.79,6964.68
7609b0,Pakistan,209.66,10241.28
a1e132,United States,175.42,4724.4
a13af4,United States,260.65,11498.58
a44d47,United States,74.63,3726.18
0200cb,Morocco,0.0,
7c6dba,Australia,147.14,2324.1
a37ab5,United States,231.69,11468.1
780a3f,China,3.09,
780a3c,China,246.95,9784.08
c06156,Canada,160.08,3345.18
84ceef,Japan,168.08,8572.5
a3475e,United States,113.86,2042.16
800734,India,255.13,10980.42
7c6db5,Australia,5.14,
a06a7e,United States,14.92,
a07176,United States,259.15,11841.48
a07177,United States,174.73,3627.12
800738,India,263.21,11056.62
aad2a8,United States,0.06,
a20d7d,United States,69.75,1920.24
7c6db0,Australia,256.32,10050.78
aa7bea,United States,0.0,
ac6204,United States,1.03,
4bb201,Turkey,221.99,9517.38
a0cd92,United States,57.06,1981.2
c0614d,Canada,209.76,10744.2
7c6db9,Australia,0.0,
7c6db8,Australia,193.28,12016.74
a2012d,United States,54.53,1036.32
a32116,United States,219.76,10706.1
acd838,United States,0.0,
a261c9,United States,49.48,1615.44
4840b9,Kingdom of the Netherlands,41.92,68.58
7c74a0,Australia,36.14,205.74
4baa44,Turkey,258.93,9738.36
aa7e9b,United States,260.71,10088.88
4baa43,Turkey,217.77,10591.8
c07676,Canada,239.38,10546.08
a68d6f,United States,9.77,
a44169,United States,225.65,11262.36
a44166,United States,164.44,3627.12
a2b1fe,United States,96.55,3383.28
a55a72,United States,238.04,8763.0
a70463,United States,266.17,11788.14
a897f4,United States,90.3,1501.14
a28928,United States,142.07,4069.08
abdb35,United States,181.25,4960.62
e49764,Brazil,201.19,8404.86
ad4873,United States,220.29,10378.44
a8d4b0,United States,224.33,8816.34
c05004,Canada,224.59,11285.22
c05007,Canada,125.52,3764.28
a511f6,United States,195.54,9784.08
a4414a,United States,232.68,11254.74
a21fa1,United States,165.35,5212.08
ac62cc,United States,258.79,11719.56
ac5bf6,United States,243.81,10287.0
a4a484,United States,215.14,8976.36
a07ca0,United States,196.2,4404.36
c013d0,Canada,241.18,10111.74
ac75ee,United States,246.95,11902.44
4bb143,Turkey,272.75,10081.26
abee6c,United States,238.14,9037.32
a5d798,United States,1.03,
a9edb0,United States,220.79,10149.84
a4f1e5,United States,223.85,10233.66
a1917b,United States,6.94,
8963f2,United Arab Emirates,264.62,11719.56
a6f78a,United States,225.91,11567.16
acbeff,United States,194.91,5593.08
ac157d,United States,263.32,11658.6
c05030,Canada,224.02,8976.36
4bb107,Turkey,241.59,8732.52
add2b0,United States,148.22,1630.68
8963df,United Arab Emirates,252.15,10309.86
aa7e7c,United States,253.28,11529.06
4bb106,Turkey,110.03,670.56
aa7e7b,United States,79.74,937.26
a31a77,United States,247.79,10492.74
4bb103,Turkey,226.14,10591.8
a6ca3c,United States,56.73,2545.08
4bb104,Turkey,102.83,1844.04
4baa0c,Turkey,63.33,335.28
ad7bdf,United States,212.52,12451.08
8963ef,United Arab Emirates,91.08,922.02
c05c86,Canada,214.46,6156.96
c0635c,Canada,159.96,6957.06
a28904,United States,254.26,11559.54
a0719b,United States,5.14,
c0635f,Canada,71.47,190.5
3df742,Germany,7.84,457.2
8963ec,United Arab Emirates,4.63,
3a3443,France,57.65,3086.1
a44d85,United States,180.81,3192.78
7c01e7,Australia,113.09,1722.12
7c01e2,Australia,223.04,8534.4
c06358,Canada,132.99,3345.18
c06357,Canada,158.84,7040.88
ab926b,United States,72.41,2362.2
a7178c,United States,206.62,7078.98
a764f7,United States,32.99,1318.26
a7045b,United States,255.58,9311.64
a83782,United States,5.92,
aa7e79,United States,217.93,10774.68
c07681,Canada,89.13,1211.58
a2fa4b,United States,64.28,762.0
a1e14c,United States,83.77,2087.88
8678c0,Japan,232.11,10683.24
c0501e,Canada,9.77,
7c4a53,Australia,6.43,
a119af,United States,65.85,426.72
a31a73,United States,94.88,609.6
a2b1bc,United States,36.62,693.42
c05c71,Canada,259.76,12115.8
7c5d89,Australia,43.23,45.72
aa7e74,United States,205.94,11148.06
a3a9b6,United States,223.35,9890.76
a25c13,United States,166.61,4069.08
4baa84,Turkey,221.73,8488.68
4baa85,Turkey,248.31,9883.14
aa2eeb,United States,62.76,2270.76
8963d4,United Arab Emirates,212.81,10774.68
abdb88,United States,100.35,2286.0
a106d6,United States,121.31,2164.08
aa720f,United States,153.15,3406.14
a69423,United States,220.21,11856.72
a07cd8,United States,195.79,9364.98
a69424,United States,237.05,11490.96
a3d1b1,United States,0.51,
a03667,United States,35.29,952.5
75002c,Malaysia,235.36,10195.56
75002a,Malaysia,158.71,3741.42
a1ffd3,United States,50.15,1577.34
a21fbb,United States,254.74,12306.3
8963d8,United Arab Emirates,253.49,10454.64
aa35e1,United States,0.45,
a0232a,United States,211.56,9928.86
ac159a,United States,203.02,6637.02
a7c7a2,United States,197.95,9700.26
8963e1,United Arab Emirates,271.39,
abdb97,United States,46.95,1729.74
8963e5,United Arab Emirates,193.28,3916.68
a359c2,United States,237.07,9159.24
a5743f,United States,221.7,13449.3
ad225b,United States,46.37,1546.86
c1e601,Canada,5.92,
add2b5,United States,62.25,853.44
a03676,United States,89.14,2613.66
4bb188,Turkey,288.62,11650.98
a14f69,United States,41.16,2446.02
4bb185,Turkey,165.55,2781.3
a44197,United States,216.73,11285.22
4bb186,Turkey,268.6,11132.82
acc5fb,United States,261.25,9845.04
4bb183,Turkey,250.11,10073.64
a68d44,United States,105.46,1417.32
aa7e56,United States,222.84,9867.9
a1ffab,United States,169.42,8862.06
8963e8,United Arab Emirates,206.79,4792.98
3a3493,France,191.71,5120.64
a7c7d2,United States,210.34,13418.82
4baa64,Turkey,215.91,10568.94
a1e19b,United States,103.35,4503.42
4baa65,Turkey,251.05,10492.74
7586fc,Philippines,210.37,10888.98
a106b4,United States,0.0,
aa7e3a,United States,191.62,11254.74
4bb148,Turkey,253.86,8770.62
781e13,China,277.51,10850.88
4bb156,Turkey,207.0,9822.18
a27614,United States,160.3,3710.94
abdb8f,United States,38.6,861.06
c013c3,Canada,193.28,6499.86
aa1ba3,United States,8.75,
a9db7c,United States,54.91,975.36
8963b4,United Arab Emirates,78.97,129.54
4bb14e,Turkey,214.27,7894.32
4bb14c,Turkey,234.64,9342.12
c82727,New Zealand,0.77,
4bb14a,Turkey,192.45,4465.32
c01ff2,Canada,150.16,6339.84
c06312,Canada,273.75,11887.2
a01c37,United States,242.73,10203.18
400773,United Kingdom,212.46,6309.36
a50adc,United States,261.75,10477.5
a5aa32,United States,136.69,5173.98
4868ba,Kingdom of the Netherlands,223.7,10698.48
a4f1af,United States,42.36,1303.02
4baa6e,Turkey,227.69,9494.52
4baa6c,Turkey,227.87,9532.62
4bb164,Turkey,227.67,7078.98
a5d778,United States,58.44,1074.42
a5aa1c,United States,177.48,6362.7
4067f0,United Kingdom,179.98,6934.2
4baa79,Turkey,260.49,9532.62
a1f3c5,United States,241.59,10949.94
86eb36,Japan,299.6,11757.66
7cad02,Australia,126.38,1965.96
ab4ea9,United States,221.15,10477.5
a7ea7e,United States,140.02,1569.72
a14f8d,United States,47.06,1409.7
a070d7,United States,219.64,9273.54
a3df4a,United States,3.09,
add376,United States,226.81,10058.4
896534,United Arab Emirates,204.76,12070.08
a3962d,United States,0.06,
896538,United Arab Emirates,230.54,10104.12
a1435d,United States,270.72,11155.68
896537,United Arab Emirates,199.82,6050.28
a53975,United States,225.89,10142.22
a26f6f,United States,204.06,8046.72
ad4804,United States,92.57,762.0
a80a97,United States,175.88,9418.32
a3cc36,United States,77.66,1638.3
a213d6,United States,7.46,
7c14a0,Australia,45.48,586.74
a37c1c,United States,231.79,10172.7
c82757,New Zealand,139.25,2476.5
ab4ec6,United States,262.79,12862.56
a3e658,United States,270.08,11536.68
a1f3a1,United States,42.7,1203.96
a69fd7,United States,208.16,7094.22
a26f5e,United States,55.41,1981.2
a8119c,United States,226.18,6949.44
a1fff2,United States,7.72,
4bb194,Turkey,256.15,9555.48
ab68e5,United States,36.59,967.74
4bb190,Turkey,239.97,9959.34
a6594f,United States,250.34,10942.32
8a074e,Indonesia,132.03,2727.96
020072,Morocco,245.96,10248.9
ac0e33,United States,34.99,266.7
4bb18d,Turkey,257.03,11010.9
4bb18b,Turkey,246.1,8519.16
c82763,New Zealand,63.39,457.2
a1433a,United States,200.58,9425.94
896516,United Arab Emirates,230.41,8862.06
a63f4e,United States,222.09,10279.38
abb8c4,United States,244.84,11064.24
4ca907,Ireland,238.14,9547.86
a38367,United States,222.53,6949.44
a6ca70,United States,80.47,3619.5
a599a5,United States,262.28,9608.82
a98acb,United States,48.9,4427.22
a9a779,United States,82.37,579.12
7cad48,Australia,125.5,1181.1
4067a4,United Kingdom,236.12,10629.9
7cad45,Australia,189.11,5730.24
a466fc,United States,147.0,3596.64
a9ede9,United States,254.04,13426.44
7cad43,Australia,233.88,12031.98
7cad41,Australia,188.92,5600.7
4a0688,Romania,121.12,3893.82
a9a776,United States,76.14,1790.7
88808b,Viet Nam,222.99,10347.96
ac2859,United States,138.7,1775.46
7c4a45,Australia,112.74,1066.8
a9dab2,United States,90.78,2438.4
a8d4f6,United States,223.5,10195.56
7c01c0,Australia,101.27,6217.92
7c7772,Australia,156.53,3368.04
aa6b9d,United States,247.59,10226.04
a3f930,United States,1.03,
c81455,New Zealand,23.75,114.3
a1a697,United States,253.83,10904.22
a37020,United States,218.33,11254.74
a65917,United States,206.91,7078.98
4ca95e,Ireland,96.2,1447.8
ab4eeb,United States,206.29,10637.52
ab920d,United States,49.34,982.98
888093,Viet Nam,197.68,10911.84
7c7776,Australia,185.13,6812.28
8678e2,Japan,65.92,45.72
ac5bb0,United States,223.2,8229.6
acbea2,United States,218.61,4457.7
7810a3,China,295.69,10660.38
a3701a,United States,143.61,7848.6
a51f0f,United States,200.82,7071.36
7c01b3,Australia,4.37,
acd8ac,United States,239.33,7437.12
ad8ed7,United States,6.43,
aae884,United States,64.38,914.4
a5e9a1,United States,44.43,2042.16
a320a6,United States,0.0,
abb8ea,United States,201.53,12039.6
a3df1e,United States,226.49,9966.96
7c4a0d,Australia,0.0,
ab42c1,United States,51.21,472.44
a6ca7f,United States,216.13,11445.24
3a46b9,France,54.09,1958.34
acc5aa,United States,224.98,10485.12
a98ac9,United States,33.91,4434.84
3a46b7,France,141.58,3848.1
a9edc7,United States,53.5,266.7
abee3a,United States,53.57,1676.4
8007ca,India,213.39,6141.72
ab8b3e,United States,17.49,
ac1547,United States,219.63,10035.54
a9a753,United States,52.89,2164.08
a8d4d2,United States,251.93,10858.5
a2766f,United States,246.62,9212.58
a40654,United States,0.0,
a9f4c6,United States,127.72,1409.7
a69fa8,United States,229.67,13456.92
7c4a09,Australia,130.04,5135.88
a39662,United States,201.01,13098.78
a81166,United States,92.32,1013.46
ab8b56,United States,69.7,281.94
3a46b1,France,143.8,5158.74
a4c9d5,United States,64.0,68.58
a9a75b,United States,191.76,11064.24
a38f78,United States,44.41,160.02
a3965c,United States,0.0,
4a068a,Romania,112.16,1280.16
781cfd,China,278.94,11719.56
a14380,United States,206.63,12092.94
ac13d6,United States,244.42,11475.72
e495d0,Brazil,151.68,4808.22
89647d,United Arab Emirates,5.92,
4ca86e,Ireland,66.73,358.14
abb995,United States,217.01,8206.74
a8bc34,United States,151.69,1813.56
3e0fe9,Germany,1.03,76.2
a3c04e,United States,47.8,2118.36
896497,United Arab Emirates,61.95,289.56
896496,United Arab Emirates,222.73,8260.08
4005c1,United Kingdom,11.32,
abf3b8,United States,211.36,11254.74
4ca892,Ireland,72.08,198.12
ae0631,United States,96.77,7886.7
a62041,United States,56.1,251.46
ac6f8a,United States,252.89,11475.72
40683e,United Kingdom,3.34,
4ca87d,Ireland,224.55,10538.46
4005b9,United Kingdom,263.01,10942.32
a320f9,United States,209.75,10911.84
4258bf,United Kingdom,6.43,
c06ddf,Canada,167.76,4351.02
a560f4,United States,240.28,10393.68
781284,China,180.51,5356.86
ac00b1,United States,79.22,320.04
a5c3da,United States,33.02,426.72
ac501e,United States,198.42,10424.16
0acc96,Colombia,2.06,
a320db,United States,100.71,3931.92
770591,Sri Lanka,247.61,10386.06
aa2f95,United States,56.65,723.9
a560ed,United States,30.87,68.58
872fa0,Japan,227.12,10706.1
a320e8,United States,182.77,12374.88
896472,United Arab Emirates,283.57,11178.54
4258cf,United Kingdom,5.66,
46f015,Greece,3.86,
896477,United Arab Emirates,251.32,8953.5
896476,United Arab Emirates,236.26,7208.52
896475,United Arab Emirates,259.77,11650.98
acd99a,United States,184.48,3954.78
ab4383,United States,222.61,12062.46
a44cfd,United States,226.43,11262.36
7cc5ce,Australia,56.07,441.96
770588,Sri Lanka,211.72,6416.04
ac767c,United States,7.72,
a87f7e,United States,40.97,678.18
a8d635,United States,0.0,
0ac02b,Colombia,5.66,
a62063,United States,145.69,1866.9
781297,China,260.0,10622.28
89646c,United Arab Emirates,114.74,1821.18
ac5041,United States,77.13,167.64
a320d4,United States,255.73,12778.74
a40694,United States,122.95,845.82
abf3da,United States,247.83,10317.48
896482,United Arab Emirates,231.09,10096.5
a810a1,United States,52.23,2910.84
484f71,Kingdom of the Netherlands,263.03,11460.48
ac00d6,United States,226.2,10607.04
a89953,United States,174.5,5516.88
a01bbc,United States,234.59,9029.7
a07e5e,United States,49.52,739.14
4676fd,Finland,5.14,
896450,United Arab Emirates,141.24,1249.68
a07228,United States,176.46,3764.28
a25ba7,United States,45.13,708.66
aa1c2c,United States,132.59,2575.56
a19202,United States,195.43,11711.94
a09890,United States,56.39,647.7
3c0c0a,Germany,247.82,11285.22
89644c,United Arab Emirates,220.41,10500.36
89644a,United Arab Emirates,266.44,10751.82
a693ae,United States,48.07,861.06
a5399b,United States,47.65,1386.84
ac5066,United States,125.91,3063.24
a18b36,United States,65.18,487.68
a63337,United States,40.85,1173.48
ad20d1,United States,47.02,1706.88
02007a,Morocco,234.45,10957.56
add31b,United States,171.18,5105.4
896463,United Arab Emirates,255.73,11780.52
a022d0,United States,226.3,12161.52
a51358,United States,199.17,10568.94
a22839,United States,215.41,11780.52
a5d6f9,United States,230.33,10599.42
acac8c,United States,58.1,1379.22
e482c6,Brazil,212.47,8785.86
a64679,United States,6.94,
a716f6,United States,130.24,3093.72
c00d51,Canada,68.94,53.34
abe0df,United States,188.34,8450.58
a87f51,United States,152.86,2270.76
4ca894,Ireland,74.73,297.18
a6e3b2,United States,224.97,13456.92
aca02f,United States,195.33,7848.6
a680b0,United States,85.5,2827.02
a3e69d,United States,227.44,10629.9
c0273f,Canada,109.03,2118.36
