icao24,origin_country,velocity,on_ground
7c755d,Australia,1.8,True
ac1b21,United States,8.23,True
a2ddac,United States,85.58,False
7c12b8,Australia,50.85,False
781afd,China,210.09,False
7821f4,China,219.89,False
0d0d48,Mexico,214.04,False
7c7555,Australia,44.38,False
a3f1c2,United States,240.0,False
abc5b8,United States,287.89,False
a1bdcc,United States,32.77,False
ac2203,United States,2.31,True
ab5bd4,United States,202.32,False
452164,Bulgaria,208.36,False
a46d95,United States,5.66,True
8a03f4,Indonesia,234.54,False
a411d3,United States,225.73,False
ab62d3,United States,264.3,False
a8e262,United States,136.92,False
a9fb67,United States,222.51,False
a7bb77,United States,209.97,False
7584f0,Philippines,147.05,False
452149,Bulgaria,266.02,False
ab5bf0,United States,2.57,True
ad9bc8,United States,0.0,True
a7c292,United States,206.84,False
abfb46,United States,252.54,False
a2d1c6,United States,156.72,False
a557c3,United States,235.4,False
ada521,United States,192.86,False
7c7591,Australia,4.37,True
e49d21,Brazil,121.48,False
ab62f8,United States,201.87,False
8a03af,Indonesia,232.79,False
e49d24,Brazil,177.39,False
392aec,France,2.06,True
8a03ac,Indonesia,230.8,False
a27aee,United States,212.07,False
471dbf,Hungary,228.17,False
471dbd,Hungary,187.12,False
ab503a,United States,7.72,True
471dbb,Hungary,221.22,False
151e0d,Russian Federation,76.39,False
151e0e,Russian Federation,226.71,False
471dbc,Hungary,238.15,False
75862c,Philippines,242.21,False
75862a,Philippines,64.96,False
a82a44,United States,131.63,False
151e23,Russian Federation,219.16,False
44012f,Austria,274.29,False
471dc1,Hungary,212.49,False
452112,Bulgaria,196.09,False
a28f12,United States,241.62,False
a891a7,United States,175.44,False
75863e,Philippines,120.16,False
a126c9,United States,278.33,False
abc67f,United States,215.61,False
151e17,Russian Federation,30.42,False
151e18,Russian Federation,227.81,False
a70a86,United States,45.58,False
758622,Philippines,90.87,False
c03493,Canada,233.27,False
300a62,Italy,199.93,False
a891e5,United States,205.8,False
a05629,United States,267.78,False
a6049b,United States,258.65,False
a05626,United States,274.49,False
acc02b,United States,204.53,False
471daf,Hungary,175.76,False
c03487,Canada,298.81,False
c03488,Canada,109.66,False
68220d,Mongolia,130.5,False
8a0517,Indonesia,145.28,False
471db7,Hungary,3.86,True
a3ff26,United States,106.49,False
471db4,Hungary,221.52,False
a33a93,United States,215.63,False
151e38,Russian Federation,244.9,False
471db0,Hungary,174.99,False
4bb2b2,Turkey,235.55,False
a16336,United States,73.57,False
4bb2b0,Turkey,221.13,False
ae60cb,United States,87.99,False
84d622,Japan,307.94,False
a96412,United States,209.6,False
7020a2,Bangladesh,101.87,False
0d0bbe,Mexico,227.57,False
7020ae,Bangladesh,138.77,False
4bb2ad,Turkey,242.29,False
7020ac,Bangladesh,222.75,False
a61797,United States,241.46,False
a41f22,United States,154.35,False
7020b0,Bangladesh,52.16,False
49526a,Portugal,244.67,False
7c25be,Australia,57.87,False
495275,Portugal,245.16,False
7020b8,Bangladesh,100.05,False
a31961,United States,268.78,False
a126cc,United States,178.87,False
a379d3,United States,247.52,False
7020bc,Bangladesh,11.32,False
8961ea,United Arab Emirates,212.98,False
ab0e21,United States,41.95,False
151e01,Russian Federation,12.23,False
a379cd,United States,138.73,False
151e07,Russian Federation,183.39,False
aa9e4a,United States,220.8,False
a651e1,United States,6.94,True
846020,Japan,183.56,False
e4a54b,Brazil,184.5,False
a126e7,United States,214.47,False
4bb2a3,Turkey,123.52,False
4007fb,United Kingdom,269.89,False
a67960,United States,240.39,False
781c70,China,104.41,False
ad1927,United States,206.99,False
a869bc,United States,0.0,True
151d81,Russian Federation,221.61,False
4007ef,United Kingdom,220.44,False
781c77,China,180.81,False
4007ed,United Kingdom,138.13,False
4007ec,United Kingdom,258.68,False
a8b9b3,United States,260.31,False
ab39f8,United States,56.94,False
aaa621,United States,132.73,False
4bb1e7,Turkey,205.84,False
4007f9,United Kingdom,248.76,False
4007f7,United Kingdom,279.57,False
4007f3,United Kingdom,265.85,False
ab6f3d,United States,10.82,False
a1d99b,United States,237.26,False
a486cc,United States,239.12,False
8004e0,India,243.29,False
7105a5,Saudi Arabia,243.47,False
8004df,India,290.49,False
781c87,China,200.96,False
151d76,Russian Federation,228.41,False
ab5c26,United States,251.55,False
a72fc7,United States,0.0,True
a2cc36,United States,72.15,False
8017e5,India,225.64,False
782377,China,181.13,False
ab6316,United States,173.43,False
a736d9,United States,201.56,False
4baac8,Turkey,169.74,False
a03c7e,United States,0.0,True
4baac6,Turkey,232.03,False
c0473b,Canada,205.36,False
a3ec5c,United States,240.82,False
a53347,United States,9.26,False
4baacd,Turkey,251.5,False
4892c0,Poland,245.49,False
a15c80,United States,203.99,False
a47fd9,United States,303.83,False
a30657,United States,109.77,False
abbf49,United States,97.46,False
8017ee,India,226.88,False
ab1ffe,United States,183.34,False
151d99,Russian Federation,218.3,False
c04738,Canada,231.03,False
495211,Portugal,10.8,True
781060,China,96.96,False
48455d,Kingdom of the Netherlands,5.14,False
4baacf,Turkey,200.8,False
884e67,Thailand,5.09,False
896211,United Arab Emirates,241.07,False
151d44,Russian Federation,27.95,False
884213,Thailand,228.36,False
89620b,United Arab Emirates,245.13,False
5000e9,San Marino,230.32,False
89620a,United Arab Emirates,243.91,False
896216,United Arab Emirates,217.03,False
896219,United Arab Emirates,244.43,False
85db54,Japan,301.7,False
78106f,China,192.69,False
a1280a,United States,172.91,False
a4cfb7,United States,223.43,False
a40027,United States,252.09,False
7380c1,Israel,240.53,False
8a055d,Indonesia,89.53,False
8a055e,Indonesia,84.38,False
7380c3,Israel,86.34,False
78107a,China,212.1,False
a4000f,United States,188.8,False
781094,China,225.2,False
ad5fef,United States,211.51,False
151d56,Russian Federation,245.15,False
ae1f50,United States,40.34,False
a36825,United States,198.19,False
c8215f,New Zealand,231.58,False
4ca9aa,Ireland,185.44,False
acddf8,United States,225.24,False
ac81c6,United States,50.2,False
846adc,Japan,101.92,False
440bcb,Austria,13.89,True
ac81cc,United States,196.2,False
a2c087,United States,213.49,False
4ca9d3,Ireland,256.74,False
a9accd,United States,2.06,True
8a04ae,Indonesia,220.64,False
a6a354,United States,59.51,False
84bac2,Japan,167.77,False
aaf47a,United States,191.1,False
0d0c7d,Mexico,229.78,False
ac81d2,United States,207.54,False
c8216e,New Zealand,87.69,False
ac2154,United States,201.32,False
8a04a8,Indonesia,192.27,False
aa435b,United States,193.34,False
8a04a6,Indonesia,216.47,False
87cd05,Japan,251.28,False
a9acb8,United States,52.95,False
a3a503,United States,211.23,False
3c4a01,Germany,236.03,False
a3a509,United States,160.45,False
7585b4,Philippines,181.51,False
840a7c,Japan,195.33,False
c07b0a,Canada,230.68,False
a0b8fb,United States,6.17,True
abaafe,United States,197.72,False
a10231,United States,223.55,False
7c7fe2,Australia,51.82,False
a0f566,United States,4.37,True
a042db,United States,0.0,True
a5468e,United States,60.19,False
a3ec93,United States,3.09,True
a2deb2,United States,50.28,False
a1bee0,United States,69.48,False
781002,China,254.59,False
781001,China,257.77,False
782331,China,120.1,False
781009,China,230.95,False
4b5c6e,Switzerland,8.23,True
440bc4,Austria,186.49,False
c045f1,Canada,212.46,False
440bc6,Austria,231.81,False
4ca9cf,Ireland,190.81,False
0d0c4f,Mexico,237.45,False
ad3a7f,United States,68.76,False
7c7fc4,Australia,82.63,False
abd90c,United States,0.26,True
a1286c,United States,163.5,False
a736ff,United States,245.27,False
a042d5,United States,240.28,False
781bf4,China,219.93,False
aac10d,United States,144.04,False
4841ad,Kingdom of the Netherlands,270.36,False
a3338c,United States,178.08,False
a02e0a,United States,243.86,False
a8496e,United States,115.54,False
4601f3,Finland,0.0,True
e4988b,Brazil,214.49,False
4854ca,Kingdom of the Netherlands,0.0,True
a8dfe3,United States,51.57,False
3451d6,Spain,140.05,False
7822f6,China,164.17,False
aac136,United States,261.25,False
a44c70,United States,0.0,True
a7b3c2,United States,161.55,False
400610,United Kingdom,237.6,False
4bab48,Turkey,214.53,False
a6d00b,United States,214.9,False
8962e5,United Arab Emirates,239.53,False
7c26fe,Australia,41.67,False
7cac32,Australia,90.66,False
4ca8ff,Ireland,215.94,False
c012bd,Canada,217.86,False
4ca8fb,Ireland,202.77,False
a4c96c,United States,236.29,False
abe147,United States,72.96,False
ac61db,United States,178.17,False
400683,United Kingdom,260.28,False
a5cf41,United States,143.43,False
a095ba,United States,44.43,False
738285,Israel,0.0,True
40066b,United Kingdom,81.85,False
c038ca,Canada,245.01,False
c038cc,Canada,200.98,False
c038c8,Canada,245.96,False
400664,United Kingdom,215.24,False
ad1a4e,United States,8.75,True
ac015f,United States,238.85,False
ae4d64,United States,2.31,True
73828a,Israel,230.99,False
c82817,New Zealand,68.57,False
c08862,Canada,4.12,True
c0885e,Canada,215.71,False
a238a6,United States,2.83,True
7585e1,Philippines,139.72,False
a5d643,United States,248.87,False
c08857,Canada,129.21,False
4bb26a,Turkey,187.93,False
c01ebb,Canada,169.91,False
a5c31b,United States,70.23,False
aaba9a,United States,6.43,True
7cc690,Australia,28.52,False
abda7d,United States,185.0,False
a76fe4,United States,48.53,False
4bb283,Turkey,194.36,False
4867b0,Kingdom of the Netherlands,231.22,False
4bb281,Turkey,198.88,False
a76fe9,United States,232.43,False
758766,Philippines,259.29,False
896409,United Arab Emirates,223.41,False
a3e518,United States,103.45,False
896407,United Arab Emirates,242.64,False
75874e,Philippines,71.77,False
ad7b9d,United States,71.91,False
7c39f3,Australia,186.75,False
a37b0c,United States,205.85,False
a07bef,United States,201.98,False
758774,Philippines,239.8,False
758770,Philippines,84.55,False
adde95,United States,217.52,False
a0cbd6,United States,199.11,False
89640a,United Arab Emirates,237.77,False
4004fe,United Kingdom,4.37,True
c82870,New Zealand,128.9,False
c82871,New Zealand,58.03,False
a7c806,United States,243.46,False
a095f0,United States,2.83,True
a1a51a,United States,36.67,False
75872c,Philippines,217.77,False
c038ac,Canada,266.94,False
a08efd,United States,223.08,False
aa490a,United States,229.66,False
c038a7,Canada,316.12,False
a358bd,United States,0.0,True
a8c0d2,United States,155.89,False
a19bc9,United States,50.28,False
a01b65,United States,119.08,False
758722,Philippines,236.89,False
84bd31,Japan,29.28,False
75870e,Philippines,238.66,False
a32bf5,United States,247.88,False
a87cf9,United States,2.31,True
a27581,United States,75.0,False
aae73b,United States,67.67,False
a9f3c0,United States,63.76,False
a1427f,United States,218.67,False
a32bcb,United States,0.0,True
c060c8,Canada,209.31,False
a8233a,United States,203.84,False
c060c1,Canada,212.07,False
4bb1a4,Turkey,159.46,False
a38223,United States,202.01,False
7c39fc,Australia,127.93,False
a8103e,United States,227.44,False
a25b66,United States,0.0,True
a37b1c,United States,88.78,False
846d80,Japan,209.67,False
7c39f7,Australia,168.8,False
c060ca,Canada,188.11,False
02013e,Morocco,225.92,False
a6e376,United States,93.47,False
a8e6f2,United States,252.48,False
a32bc4,United States,61.99,False
a81bc4,United States,306.67,False
8005f0,India,267.69,False
c0131f,Canada,86.31,False
acbe3e,United States,249.29,False
a75235,United States,119.72,False
896371,United Arab Emirates,126.03,False
780a67,China,297.41,False
781159,China,182.22,False
780a5c,China,226.91,False
7c1474,Australia,245.69,False
7c1475,Australia,128.58,False
7c1471,Australia,208.05,False
34668c,Spain,202.36,False
ac6227,United States,203.73,False
a6456d,United States,164.65,False
895057,Brunei Darussalam,314.15,False
781d9c,China,133.59,False
a5bbe8,United States,49.84,False
ac5b43,United States,180.26,False
7c146a,Australia,9.77,True
acbe63,United States,169.93,False
780a6d,China,275.97,False
abf2c2,United States,229.59,False
e8061d,Chile,3.86,True
ac6243,United States,213.57,False
c060b6,Canada,184.86,False
78115d,China,11.32,True
896353,United Arab Emirates,232.47,False
abebbe,United States,109.6,False
ae4bab,United States,34.32,False
a4189f,United States,3.86,True
345353,Spain,319.95,False
a87223,United States,239.79,False
e8062f,Chile,225.61,False
e8062e,Chile,85.91,False
780a93,China,223.28,False
780a94,China,226.3,False
ad953c,United States,144.11,False
77044f,Sri Lanka,215.16,False
a2c574,United States,198.97,False
780a97,China,6.69,True
c06cda,Canada,6.69,True
846bb6,Japan,101.6,False
780a8a,China,0.06,True
7c6dec,Australia,256.74,False
ac0bfb,United States,232.53,False
884341,Thailand,139.99,False
a6eeb9,United States,248.2,False
884343,Thailand,95.99,False
4bb0f6,Turkey,252.63,False
4bb0f4,Turkey,260.66,False
4bb0f5,Turkey,300.93,False
780a8f,China,82.16,False
896326,United Arab Emirates,215.08,False
c07fbb,Canada,0.0,True
aa7ba7,United States,244.93,False
780a9b,China,251.18,False
7cfa73,Australia,226.52,False
c07fb5,Canada,126.01,False
ac5b89,United States,205.27,False
c01f28,Canada,103.05,False
c07fb0,Canada,4.37,True
872f7e,Japan,168.75,False
a3f88e,United States,0.19,True
704946,Myanmar,234.0,False
0096c6,South Africa,149.74,False
c07fb9,Canada,254.88,False
c01f1e,Canada,252.77,False
a034a2,United States,54.82,False
a14da8,United States,0.0,True
896303,United Arab Emirates,12.43,False
ac6289,United States,205.15,False
896308,United Arab Emirates,220.87,False
75876f,Philippines,154.28,False
abf2ea,United States,201.83,False
896311,United Arab Emirates,207.19,False
4bb0e8,Turkey,248.92,False
008feb,South Africa,222.97,False
4bb0e6,Turkey,341.94,False
4bb0e2,Turkey,265.82,False
896315,United Arab Emirates,238.16,False
a715c6,United States,199.62,False
896314,United Arab Emirates,237.66,False
a3828a,United States,156.78,False
e80600,Chile,229.53,False
884346,Thailand,146.61,False
89630f,United Arab Emirates,241.76,False
a37aa3,United States,222.42,False
88084d,Thailand,143.2,False
86787c,Japan,72.81,False
88084c,Thailand,239.34,False
88084a,Thailand,197.65,False
880855,Thailand,241.53,False
880859,Thailand,216.09,False
880850,Thailand,247.92,False
c0617c,Canada,182.19,False
70c0e0,Oman,5.14,True
0200ed,Morocco,131.94,False
ac006d,United States,261.51,False
c0617a,Canada,214.88,False
a06a5a,United States,61.41,False
7609ef,Pakistan,209.96,False
c06174,Canada,217.06,False
c06173,Canada,204.36,False
a99290,United States,245.82,False
880846,Thailand,138.12,False
ac0094,United States,139.84,False
abe075,United States,253.26,False
880844,Thailand,219.73,False
c827e4,New Zealand,5.4,True
880842,Thailand,207.33,False
c814bd,New Zealand,57.52,False
a63db0,United States,148.78,False
86789e,Japan,332.06,False
c827f1,New Zealand,102.81,False
c0619b,Canada,227.6,False
7586cf,Philippines,174.62,False
ad2095,United States,2.57,True
aaf8c6,United States,233.19,False
c06197,Canada,187.63,False
a63dc7,United States,0.0,True
c06193,Canada,200.52,False
7586d7,Philippines,114.09,False
8a07ea,Indonesia,108.44,False
76d104,Singapore,197.64,False
70c0f9,Oman,240.08,False
c0618e,Canada,74.7,False
a18a1c,United States,201.38,False
a06a54,United States,167.66,False
7609e2,Pakistan,251.67,False
7c6de2,Australia,128.27,False
780a0b,China,108.56,False
a2fa49,United States,50.67,False
4ca8e6,Ireland,157.92,False
abe09a,United States,211.52,False
89639a,United Arab Emirates,229.43,False
7c6de4,Australia,0.0,True
4bb203,Turkey,246.22,False
a2b1ad,United States,61.77,False
4bab25,Turkey,186.47,False
7c6dde,Australia,11.83,True
780a29,China,247.03,False
4bab30,Turkey,214.99,False
7c6dd9,Australia,230.66,False
7c6dd4,Australia,256.19,False
aaf8f1,United States,232.01,False
7c0108,Australia,78.7,False
78110c,China,194.94,False
7c0d3e,Australia,15.75,False
89637d,United Arab Emirates,261.61,False
a7a25f,United States,219.75,False
ad45a4,United States,0.0,True
a8859d,United States,33.47,False
7c6dc9,Australia,223.27,False
7609b7,Pakistan,277.99,False
a3f7b8,United States,138.85,False
7609b0,Pakistan,269.16,False
7c6dbb,Australia,221.73,False
a37ab5,United States,212.49,False
84bbbd,Japan,297.94,False
4ca8d6,Ireland,1.29,True
84ceef,Japan,305.11,False
a3475e,United States,254.24,False
7c6db7,Australia,215.11,False
7c6db6,Australia,91.02,False
800734,India,314.69,False
7c6db4,Australia,150.25,False
a07176,United States,256.68,False
7c6db2,Australia,90.96,False
800739,India,124.53,False
8a07ad,Indonesia,220.47,False
aa7bea,United States,206.75,False
780a58,China,213.61,False
78112f,China,92.38,False
78112c,China,335.52,False
7609a8,Pakistan,202.88,False
800741,India,194.24,False
7c6db8,Australia,138.04,False
780a54,China,4.63,True
a32116,United States,255.64,False
acd837,United States,51.51,False
e48fb4,Brazil,148.84,False
8830ed,Thailand,243.23,False
4baa41,Turkey,217.51,False
847517,Japan,192.8,False
7810bc,China,0.0,True
8830ec,Thailand,197.08,False
a67a3f,United States,55.23,False
8a0700,Indonesia,243.29,False
48a5e7,Poland,85.49,False
8830f2,Thailand,164.53,False
8830f4,Thailand,8.75,True
48a5e4,Poland,113.87,False
c05004,Canada,120.76,False
ac289f,United States,254.54,False
4baa50,Turkey,226.58,False
8830e9,Thailand,232.6,False
4bb143,Turkey,261.36,False
a31a96,United States,312.88,False
a9edb0,United States,249.32,False
a4f1e5,United States,254.18,False
7c4a4a,Australia,225.75,False
8963f0,United Arab Emirates,235.44,False
80087d,India,2.83,True
4bb107,Turkey,270.02,False
4baa0e,Turkey,238.8,False
4bb104,Turkey,260.1,False
c1e612,Canada,9.77,True
ad7bdf,United States,233.17,False
8963ef,United Arab Emirates,225.32,False
a44d85,United States,212.96,False
a7c7fb,United States,28.7,False
4bb10a,Turkey,292.64,False
a37af8,United States,226.12,False
a7045b,United States,211.77,False
a83782,United States,210.09,False
aa1be0,United States,235.81,False
7c01bc,Australia,126.02,False
8678c0,Japan,174.8,False
c0501e,Canada,123.28,False
8963fc,United Arab Emirates,128.68,False
7c4a53,Australia,207.07,False
a31a73,United States,282.92,False
489221,Poland,215.35,False
c05c71,Canada,181.37,False
7c5d89,Australia,11.88,False
7c4a57,Australia,220.72,False
a3a9b6,United States,96.33,False
8963d1,United Arab Emirates,243.98,False
a2d92a,United States,103.4,False
75002c,Malaysia,241.2,False
75002a,Malaysia,133.29,False
a68d32,United States,76.97,False
8963d6,United Arab Emirates,234.27,False
8963e2,United Arab Emirates,255.09,False
a7c7a2,United States,213.56,False
8963e5,United Arab Emirates,248.74,False
a359c2,United States,0.0,True
70c0fc,Oman,9.26,True
4bb189,Turkey,261.93,False
4bb188,Turkey,207.53,False
4bb185,Turkey,253.13,False
a44197,United States,127.9,False
399264,France,211.37,False
a226c5,United States,254.92,False
8963e9,United Arab Emirates,128.25,False
8963e7,United Arab Emirates,215.11,False
3a3493,France,214.23,False
4baa64,Turkey,202.22,False
a63df3,United States,196.47,False
4bb147,Turkey,254.68,False
4bb154,Turkey,3.6,True
4bb152,Turkey,3.6,True
400776,United Kingdom,233.83,False
aa7e2e,United States,208.22,False
4bb14c,Turkey,239.83,False
c82726,New Zealand,107.21,False
4baa76,Turkey,85.95,False
a01c37,United States,214.9,False
400773,United Kingdom,247.66,False
400771,United Kingdom,0.0,True
3465c5,Spain,273.28,False
3c7422,Germany,0.0,True
a4ec00,United States,33.82,False
86eb36,Japan,3.86,True
896532,United Arab Emirates,230.03,False
4ac9e9,Sweden,0.0,True
a333ae,United States,198.57,False
ac2813,United States,238.84,False
a3df4a,United States,240.97,False
add376,United States,0.0,True
a346d0,United States,49.73,False
896538,United Arab Emirates,234.12,False
a1435d,United States,67.94,False
a53975,United States,0.0,True
4ca929,Ireland,191.67,False
ad4804,United States,88.94,False
a80a97,United States,0.51,True
abb8a0,United States,231.02,False
a37c1c,United States,0.0,True
a3e658,United States,209.92,False
896504,United Arab Emirates,186.74,False
4bb199,Turkey,229.87,False
4bb196,Turkey,232.98,False
4bb195,Turkey,266.92,False
4bb192,Turkey,274.8,False
4bb190,Turkey,238.33,False
8a074e,Indonesia,230.2,False
c82764,New Zealand,35.04,False
77181f,Sri Lanka,218.71,False
4bb18a,Turkey,242.88,False
c82763,New Zealand,25.95,False
a1433a,United States,259.07,False
a25c1a,United States,170.91,False
896515,United Arab Emirates,203.9,False
ab8b0b,United States,266.5,False
a38367,United States,62.28,False
7cfaa7,Australia,71.4,False
781cd8,China,219.87,False
a98acb,United States,49.94,False
781cd3,China,247.76,False
7cad46,Australia,236.09,False
7cad45,Australia,224.31,False
a466fc,United States,248.58,False
abf515,United States,33.88,False
7cad49,Australia,212.36,False
7cad44,Australia,0.0,True
7cad43,Australia,6.17,True
ad4835,United States,42.95,False
7c7772,Australia,7.72,True
7c01a9,Australia,109.09,False
a1ecff,United States,13.89,True
888095,Viet Nam,232.25,False
7c7776,Australia,250.92,False
7c4a31,Australia,37.73,False
aace63,United States,247.9,False
495039,Portugal,2.83,True
7c4a32,Australia,59.86,False
68332c,Kazakhstan,210.74,False
ad8ed4,United States,243.23,False
ac62a9,United States,11.83,True
a3df1e,United States,217.78,False
c81463,New Zealand,67.84,False
a98ac9,United States,50.73,False
8007cc,India,0.0,True
3a46b5,France,132.29,False
3a46b2,France,85.84,False
846250,Japan,206.99,False
a6a904,United States,45.33,False
a8d4d2,United States,204.67,False
8a070a,Indonesia,78.91,False
a9a750,United States,231.07,False
a4c9d5,United States,222.72,False
a9a75b,United States,61.71,False
a14380,United States,5.4,True
88809a,Viet Nam,213.02,False
a68cfd,United States,204.76,False
4ca86e,Ireland,242.02,False
7c0271,Australia,79.9,False
e0658f,Argentina,213.82,False
896497,United Arab Emirates,226.62,False
4005c1,United Kingdom,247.04,False
ad9645,United States,72.8,False
ac6f8a,United States,166.99,False
77058e,Sri Lanka,225.32,False
a09852,United States,102.69,False
4ca87d,Ireland,278.89,False
a320f9,United States,220.02,False
4005b9,United Kingdom,254.44,False
a0851b,United States,214.55,False
ac501e,United States,202.19,False
770591,Sri Lanka,303.96,False
770592,Sri Lanka,127.14,False
896469,United Arab Emirates,231.14,False
4ca84d,Ireland,179.47,False
484337,Kingdom of the Netherlands,245.53,False
896471,United Arab Emirates,241.44,False
ab4383,United States,129.1,False
4ca856,Ireland,107.87,False
770588,Sri Lanka,238.72,False
a9b9e3,United States,294.16,False
ac5041,United States,201.83,False
896482,United Arab Emirates,243.9,False
896481,United Arab Emirates,246.34,False
484f71,Kingdom of the Netherlands,254.25,False
ac00d6,United States,212.28,False
a89953,United States,195.22,False
40688c,United Kingdom,235.18,False
40688d,United Kingdom,235.21,False
89643e,United Arab Emirates,189.69,False
89644d,United Arab Emirates,240.81,False
3c0c0a,Germany,236.23,False
89644c,United Arab Emirates,202.74,False
896458,United Arab Emirates,88.07,False
a5399b,United States,57.09,False
896462,United Arab Emirates,246.16,False
896465,United Arab Emirates,229.4,False
aa2311,United States,253.9,False
89644e,United Arab Emirates,241.03,False
ac00f6,United States,211.53,False
4ca88c,Ireland,229.77,False
e48eff,Brazil,249.8,False
a716f6,United States,223.04,False
a693c4,United States,58.97,False
896434,United Arab Emirates,108.46,False
896439,United Arab Emirates,286.04,False
896442,United Arab Emirates,222.88,False
4005bb,United Kingdom,179.12,False
4005ba,United Kingdom,19.03,True
896441,United Arab Emirates,239.58,False
89642d,United Arab Emirates,192.3,False
a38ef5,United States,122.23,False
aa8513,United States,237.31,False
75010a,Malaysia,200.71,False
781e1e,China,197.26,False
a262ad,United States,222.06,False
780b04,China,199.39,False
e48395,Brazil,241.82,False
0d09ec,Mexico,252.49,False
738488,Israel,113.89,False
0d09ef,Mexico,200.09,False
abb90d,United States,207.6,False
4bbd07,Turkey,121.11,False
a34878,United States,231.08,False
4bbd04,Turkey,215.42,False
4bbd02,Turkey,239.47,False
781e49,China,75.26,False
4bbd01,Turkey,175.95,False
a3484e,United States,205.12,False
abb930,United States,206.25,False
a44e1c,United States,213.91,False
c1e588,Canada,5.4,False
a98051,United States,260.8,False
a1a5d6,United States,108.36,False
781e51,China,168.73,False
ad8f18,United States,0.0,True
a58873,United States,219.98,False
a2c5a3,United States,0.0,True
ab3c0a,United States,83.63,False
ac760d,United States,134.88,False
aa9810,United States,60.91,False
c1e598,Canada,4.89,True
7587f6,Philippines,35.73,False
78120c,China,183.52,False
780b31,China,189.33,False
c1e57a,Canada,2.57,True
a9938d,United States,225.6,False
781225,China,4.12,False
a4423a,United States,0.64,True
872fc3,Japan,57.76,False
78121e,China,206.36,False
aad3a0,United States,3.09,True
a44240,United States,0.0,True
406814,United Kingdom,4.37,True
4baa08,Turkey,135.3,False
a2b2e1,United States,237.98,False
7587cb,Philippines,220.42,False
7587ca,Philippines,65.93,False
7c62a9,Australia,65.51,False
a810ba,United States,217.48,False
7c5bc6,Australia,59.72,False
a44238,United States,130.6,False
c1e578,Canada,12.86,True
7c75e0,Australia,114.06,False
a43b45,United States,58.5,False
aae6cd,United States,215.72,False
a2abda,United States,205.03,False
a1f595,United States,248.79,False
a32e8c,United States,0.06,True
4baa14,Turkey,206.82,False
0d09be,Mexico,250.23,False
ad8f3e,United States,59.3,False
89649d,United Arab Emirates,250.99,False
aa104e,United States,261.19,False
ac13b3,United States,186.08,False
76d253,Singapore,137.8,False
0d09d5,Mexico,223.07,False
a32e86,United States,201.9,False
acd964,United States,229.47,False
ad3fd9,United States,105.3,False
781e95,China,301.06,False
aad3c9,United States,261.2,False
a44e59,United States,195.58,False
ac8985,United States,208.18,False
781e9b,China,201.34,False
e06589,Argentina,280.15,False
a1e241,United States,206.06,False
acceab,United States,199.66,False
888189,Viet Nam,232.08,False
888188,Viet Nam,224.45,False
abaed1,United States,73.97,False
a33d97,United States,220.91,False
3965a2,France,279.04,False
3965a4,France,78.95,False
c049fd,Canada,207.46,False
841ff4,Japan,102.22,False
a5cd55,United States,229.86,False
888173,Viet Nam,167.72,False
888170,Viet Nam,216.5,False
3462c8,Spain,258.95,False
3965b0,France,270.43,False
4bb025,Turkey,72.48,False
abb5c9,United States,221.25,False
ad4528,United States,5.14,True
ab65ec,United States,48.05,False
abb5c3,United States,210.62,False
c01cb7,Canada,182.71,False
840cd8,Japan,173.75,False
acd5c6,United States,246.44,False
c023c7,Canada,195.76,False
1520a2,Russian Federation,73.0,False
4ac98a,Sweden,207.46,False
a4b470,United States,199.21,False
a3578a,United States,260.94,False
a76df8,United States,222.37,False
a641b6,United States,222.01,False
ac85ce,United States,210.44,False
485ecc,Kingdom of the Netherlands,247.59,False
a35781,United States,0.06,True
a641bf,United States,199.79,False
c023aa,Canada,0.0,True
683273,Kazakhstan,183.64,False
ac72af,United States,159.5,False
a2bab6,United States,217.82,False
a05910,United States,188.03,False
acd5ad,United States,190.9,False
3475d4,Spain,0.06,True
aa2ba2,United States,228.52,False
a4ad7f,United States,155.52,False
ac2567,United States,84.93,False
a5c127,United States,209.74,False
abb5e2,United States,206.63,False
88817c,Viet Nam,222.26,False
acced9,United States,231.07,False
ac0b50,United States,218.64,False
8964f9,United Arab Emirates,246.56,False
a8d27e,United States,211.83,False
4bb04d,Turkey,226.34,False
ab9b81,United States,60.53,False
aae597,United States,253.85,False
a129dc,United States,219.18,False
a44a6d,United States,250.05,False
8964fd,United Arab Emirates,246.09,False
8964fc,United Arab Emirates,161.13,False
49d5ef,Czech Republic,223.7,False
8964d0,United Arab Emirates,66.75,False
a667cf,United States,59.65,False
3965ab,France,255.27,False
8964d3,United Arab Emirates,199.87,False
8964bf,United Arab Emirates,208.99,False
c049e9,Canada,217.19,False
3965ad,France,266.51,False
a05940,United States,221.65,False
a4faa2,United States,39.65,False
a57d52,United States,180.64,False
aae59e,United States,229.68,False
c01ca9,Canada,151.88,False
8964d9,United Arab Emirates,6.94,True
781f35,China,190.49,False
a44a61,United States,265.67,False
8964e0,United Arab Emirates,65.46,False
781f2a,China,0.0,True
847628,Japan,225.59,False
a09fc4,United States,309.43,False
8964cf,United Arab Emirates,172.09,False
a32a76,United States,56.0,False
781f2f,China,216.5,False
781f2d,China,251.61,False
ac0b7f,United States,221.31,False
4bb043,Turkey,135.41,False
88813a,Viet Nam,199.05,False
4ca6fb,Ireland,119.42,False
4ca6fc,Ireland,83.34,False
a3094d,United States,134.52,False
a99af3,United States,5.14,True
