icao24,origin_country,velocity,on_ground
896644,United Arab Emirates,263.15,False
00b08a,South Africa,242.83,False
e8043f,Chile,155.58,False
00b095,South Africa,224.39,False
a1c95c,United States,228.03,False
00b099,South Africa,211.71,False
7cae0c,Australia,185.24,False
8008d4,India,1.29,True
7cae0a,Australia,74.89,False
8008d9,India,1.03,True
89664b,United Arab Emirates,200.95,False
88596d,Thailand,227.31,False
781dbe,China,282.49,False
a2e935,United States,206.29,False
896662,United Arab Emirates,257.22,False
89664c,United Arab Emirates,235.2,False
885974,Thailand,234.28,False
a1af1b,United States,63.81,False
780aa5,China,245.48,False
896624,United Arab Emirates,196.72,False
896623,United Arab Emirates,159.13,False
780aa8,China,304.9,False
896625,United Arab Emirates,262.52,False
40787b,United Kingdom,263.92,False
c07f01,Canada,232.51,False
e80476,Chile,254.7,False
e80471,Chile,256.09,False
7cf07e,Australia,0.06,True
4ac8a8,Sweden,267.49,False
89661f,United Arab Emirates,179.49,False
a02c40,United States,222.95,False
780ab6,China,248.64,False
e8046d,Chile,251.08,False
a4fc00,United States,210.62,False
e8046f,Chile,259.21,False
a4c6b3,United States,189.12,False
a52f43,United States,62.76,False
a6692d,United States,0.0,True
780aac,China,240.61,False
7811a4,China,171.52,False
780aad,China,264.04,False
a4bfc1,United States,214.1,False
780aab,China,245.29,False
a7fa70,United States,230.75,False
780ac6,China,292.07,False
ab5eb2,United States,255.25,False
ad5817,United States,70.48,False
896606,United Arab Emirates,2.06,True
780abb,China,270.15,False
e80416,Chile,215.5,False
a6ed61,United States,141.74,False
7c7891,Australia,223.81,False
a75abe,United States,41.68,False
e8040e,Chile,256.76,False
ac382e,United States,79.23,False
e8040b,Chile,249.23,False
896616,United Arab Emirates,254.48,False
a03399,United States,174.48,False
e8040c,Chile,229.23,False
7c788b,Australia,0.19,True
780acf,China,117.46,False
e80428,Chile,210.08,False
ab184d,United States,239.01,False
7c788f,Australia,227.89,False
89660d,United Arab Emirates,236.15,False
7c788d,Australia,66.81,False
885972,Thailand,275.43,False
7c7889,Australia,0.64,True
76d1cb,Singapore,65.26,False
ad5837,United States,247.59,False
e48f02,Brazil,244.5,False
885962,Thailand,204.83,False
a34ff5,United States,93.63,False
c01d7e,Canada,252.16,False
a2bc12,United States,2.06,True
abfe1c,United States,220.6,False
7c6547,Australia,52.26,False
780aeb,China,202.08,False
ab52a2,United States,76.22,False
a6e140,United States,220.56,False
845c8c,Japan,275.01,False
a27326,United States,201.19,False
e80444,Chile,256.71,False
706071,Kuwait,196.8,False
a02c94,United States,206.64,False
70605c,Kuwait,266.68,False
a9a404,United States,122.08,False
485f83,Kingdom of the Netherlands,258.04,False
a02c91,United States,230.37,False
485f84,Kingdom of the Netherlands,243.47,False
70605e,Kuwait,286.24,False
0d106d,Mexico,182.31,False
883294,Thailand,220.06,False
0d1083,Mexico,117.66,False
8a09e8,Indonesia,0.0,True
c01d2d,Canada,174.16,False
a2c35b,United States,65.34,False
a64342,United States,172.22,False
abfcb6,United States,76.58,False
461f9c,Finland,0.0,True
a77645,United States,206.83,False
accf1c,United States,76.89,False
080096,United Republic of Tanzania,169.81,False
a76f87,United States,226.0,False
aa596c,United States,127.98,False
7bd01d,China,18.55,False
a700a4,United States,3.6,True
8a09bb,Indonesia,237.02,False
34510f,Spain,143.32,False
896597,United Arab Emirates,251.15,False
4ca737,Ireland,6.94,True
c06aab,Canada,0.06,True
a690a8,United States,214.07,False
8a09c8,Indonesia,221.27,False
c06aa7,Canada,195.81,False
89658b,United Arab Emirates,181.01,False
48af0b,Poland,235.37,False
39c912,France,136.31,False
740822,Jordan,246.66,False
4ca73b,Ireland,222.25,False
7c1697,Australia,61.46,False
14fa18,Russian Federation,178.3,False
a4a0d9,United States,253.27,False
e48db2,Brazil,221.8,False
7cacd7,Australia,13.38,True
c00a0b,Canada,183.41,False
461f4a,Finland,267.51,False
461f4c,Finland,144.56,False
7cf073,Australia,5.92,True
a3e30b,United States,91.05,False
7500e4,Malaysia,170.71,False
48af00,Poland,81.45,False
8a09a3,Indonesia,195.55,False
8a09a4,Indonesia,226.65,False
461f64,Finland,3.09,True
a26093,United States,210.34,False
a058f1,United States,188.57,False
ad8c4c,United States,80.18,False
600842,Azerbaijan,221.89,False
ace96d,United States,252.12,False
a4c6d2,United States,57.14,False
89656d,United Arab Emirates,236.64,False
461f5b,Finland,220.43,False
34640e,Spain,268.6,False
78009c,China,196.97,False
a64305,United States,0.77,True
a09533,United States,0.0,True
a3dc47,United States,149.99,False
a7bf22,United States,217.85,False
ada6ed,United States,233.67,False
7c7802,Australia,246.48,False
c0371f,Canada,239.31,False
a2b060,United States,76.56,False
a6ffc3,United States,264.86,False
ac23ef,United States,203.47,False
89653d,United Arab Emirates,3.09,True
e494bc,Brazil,77.76,False
781ec3,China,245.27,False
43bf95,United Kingdom,0.45,True
ab538b,United States,138.33,False
4b9903,Turkey,180.7,False
896556,United Arab Emirates,211.97,False
461f57,Finland,257.55,False
a08e1e,United States,214.52,False
e48df5,Brazil,242.49,False
4ca783,Ireland,230.61,False
447c67,Austria,6.43,True
a32b04,United States,4.89,True
424334,United Kingdom,226.75,False
75022b,Malaysia,220.96,False
a4ae05,United States,8.75,True
a8d365,United States,191.76,False
a52ea4,United States,253.61,False
a26bb8,United States,1.54,True
e48275,Brazil,234.59,False
750236,Malaysia,241.72,False
7c63a2,Australia,66.95,False
a9903a,United States,216.07,False
ac249e,United States,169.78,False
8964c0,United Arab Emirates,216.31,False
c06b6a,Canada,6.94,True
7705c1,Sri Lanka,252.84,False
a9067b,United States,245.02,False
8964c6,United Arab Emirates,77.22,False
4b990b,Turkey,193.26,False
a788a2,United States,177.45,False
aa80eb,United States,76.78,False
888126,Viet Nam,128.62,False
888123,Viet Nam,175.23,False
0d100a,Mexico,236.26,False
75020c,Malaysia,226.43,False
acc1eb,United States,257.21,False
75020f,Malaysia,92.46,False
78131e,China,250.28,False
461f08,Finland,250.68,False
a15ebc,United States,7.46,True
05a054,Maldives,105.87,False
aaa929,United States,256.31,False
a33e08,United States,162.02,False
a03eed,United States,70.17,False
8964a0,United Arab Emirates,215.63,False
a4c83a,United States,32.7,False
75021d,Malaysia,138.02,False
846f00,Japan,6.17,True
ae6477,United States,117.58,False
4a29f9,Romania,223.94,False
a52ed6,United States,2.31,True
a0a8de,United States,219.57,False
780c58,China,214.02,False
8964a2,United Arab Emirates,254.92,False
76cc61,Singapore,250.02,False
76cc68,Singapore,197.3,False
4ca6a9,Ireland,210.69,False
781346,China,206.46,False
781343,China,71.78,False
a6a681,United States,58.01,False
a690bf,United States,11.83,True
a4a0cd,United States,246.04,False
a5237f,United States,257.2,False
780c69,China,79.83,False
a700bb,United States,249.14,False
ac2fa4,United States,64.39,False
76cc71,Singapore,154.18,False
a9afe7,United States,225.48,False
76cc73,Singapore,7.72,True
76cc72,Singapore,242.67,False
76cc74,Singapore,246.63,False
780c5c,China,273.64,False
a2bbac,United States,5.14,True
4851ad,Kingdom of the Netherlands,191.44,False
ac36a9,United States,222.53,False
a32b32,United States,6.17,True
750208,Malaysia,153.62,False
750203,Malaysia,238.62,False
750202,Malaysia,217.78,False
781360,China,237.07,False
a6f3d3,United States,226.14,False
abc948,United States,0.0,True
4851b0,Kingdom of the Netherlands,11.83,True
a1b5e7,United States,261.78,False
a2253c,United States,79.24,False
a33e4a,United States,197.14,False
08006d,United Republic of Tanzania,142.47,False
a09590,United States,0.0,True
a1aee9,United States,56.03,False
a966e9,United States,40.64,False
780050,China,236.24,False
ac7f41,United States,246.62,False
e49528,Brazil,209.81,False
8a0947,Indonesia,84.48,False
a82e3c,United States,141.5,False
c024c5,Canada,185.41,False
a402dd,United States,64.75,False
507cb9,Uzbekistan,157.37,False
a5bb1e,United States,74.26,False
ac1327,United States,179.4,False
507cb0,Uzbekistan,267.38,False
706133,Kuwait,295.36,False
e48e55,Brazil,2.06,True
4ab56e,Sweden,0.13,True
c06d48,Canada,0.0,True
341682,Spain,173.52,False
8a091f,Indonesia,215.76,False
846444,Japan,5.92,True
a5d570,United States,245.54,False
840df8,Japan,253.21,False
ac0c64,United States,10.8,True
c0611f,Canada,254.25,False
484cbc,Kingdom of the Netherlands,195.22,False
4afbc7,Sweden,1.8,True
a56b7d,United States,51.11,False
840dfd,Japan,51.45,False
c024d9,Canada,234.72,False
abf32f,United States,207.2,False
507cc3,Uzbekistan,72.43,False
76cd01,Singapore,160.44,False
750287,Malaysia,225.23,False
750286,Malaysia,238.89,False
76cd04,Singapore,130.26,False
4065de,United Kingdom,159.0,False
8a0908,Indonesia,235.05,False
76cd08,Singapore,75.11,False
abe00f,United States,208.89,False
76cd10,Singapore,83.9,False
76cd12,Singapore,285.31,False
76cd11,Singapore,252.25,False
478f5c,Norway,256.58,False
ad201e,United States,71.52,False
7c78af,Australia,0.0,True
7c78ae,Australia,248.75,False
75027d,Malaysia,252.62,False
a4ae3c,United States,128.63,False
8832cf,Thailand,274.93,False
7c78a9,Australia,142.26,False
ab905c,United States,256.03,False
76e72b,Singapore,68.0,False
7c78a8,Australia,216.29,False
8965f5,United Arab Emirates,247.94,False
8965f4,United Arab Emirates,255.69,False
750263,Malaysia,0.0,True
8965f3,United Arab Emirates,290.73,False
44ccc2,Belgium,68.38,False
781406,China,215.52,False
a668ee,United States,193.8,False
780d22,China,225.33,False
44ccc7,Belgium,237.87,False
44ccc6,Belgium,221.84,False
845d1c,Japan,256.77,False
8965f9,United Arab Emirates,174.25,False
8965f8,United Arab Emirates,209.76,False
7c78b2,Australia,180.26,False
8965f7,United Arab Emirates,95.76,False
8965f6,United Arab Emirates,172.82,False
7c78b0,Australia,206.44,False
009893,South Africa,214.67,False
a788d3,United States,209.56,False
4078dd,United Kingdom,199.34,False
84640c,Japan,178.58,False
44ccd1,Belgium,250.46,False
75025f,Malaysia,272.18,False
781417,China,257.17,False
478f43,Norway,253.26,False
8965fa,United Arab Emirates,274.78,False
75025d,Malaysia,245.56,False
75025a,Malaysia,270.88,False
44ccca,Belgium,75.02,False
750266,Malaysia,166.68,False
a96805,United States,52.48,False
76cd43,Singapore,254.83,False
78140e,China,248.68,False
ac138c,United States,235.79,False
c00b9c,Canada,7.2,True
acaa77,United States,203.02,False
a9558d,United States,253.36,False
7c530f,Australia,180.15,False
3cc24d,Germany,68.45,False
a19ab1,United States,211.64,False
ac5a94,United States,219.11,False
aadf08,United States,246.92,False
600801,Azerbaijan,190.48,False
600803,Azerbaijan,194.81,False
7c530e,Australia,160.43,False
7c530c,Australia,176.18,False
8a099f,Indonesia,232.6,False
e8033c,Chile,219.65,False
461fa4,Finland,0.0,True
7c5305,Australia,170.61,False
a3ca01,United States,90.57,False
c81e27,New Zealand,187.63,False
7c5309,Australia,173.98,False
ab5faa,United States,234.65,False
43bfec,United Kingdom,16.98,True
a82298,United States,190.51,False
c81e2c,New Zealand,250.7,False
7caf16,Australia,232.53,False
50848a,Ukraine,195.33,False
7caf14,Australia,0.0,True
a51d2d,United States,78.01,False
43bff0,United Kingdom,16.46,True
7812c1,China,258.85,False
a2c43e,United States,237.34,False
7c6691,Australia,79.94,False
a895eb,United States,245.21,False
a2b10f,United States,127.62,False
ac7faf,United States,179.03,False
7c03f9,Australia,206.01,False
a8def1,United States,217.68,False
845d88,Japan,243.18,False
a2b112,United States,131.35,False
780bde,China,97.44,False
84b42f,Japan,68.03,False
ab1971,United States,197.54,False
7c4020,Australia,102.0,False
ab1978,United States,262.68,False
c87ee8,New Zealand,0.0,True
a44aa2,United States,267.49,False
8a0971,Indonesia,231.81,False
ab5fdd,United States,255.31,False
a32ac6,United States,3.34,True
7c03f5,Australia,229.47,False
8a095b,Indonesia,233.05,False
70aa6f,Nepal,242.81,False
ac0c24,United States,200.61,False
85d43f,Japan,17.52,False
780bfa,China,228.81,False
780bfb,China,2.31,True
7c5343,Australia,102.61,False
ac1301,United States,202.47,False
846491,Japan,62.78,False
abec03,United States,216.95,False
7812eb,China,260.27,False
84c790,Japan,169.3,False
a1a435,United States,83.57,False
896718,United Arab Emirates,215.59,False
a8dee0,United States,239.09,False
872766,Japan,206.95,False
abf308,United States,216.18,False
4ca707,Ireland,0.0,True
e480fa,Brazil,212.26,False
84b473,Japan,169.13,False
7c4009,Australia,66.79,False
a81b63,United States,203.15,False
8a093e,Indonesia,105.73,False
89670a,United Arab Emirates,201.04,False
70aa75,Nepal,256.22,False
a8deda,United States,267.85,False
89670b,United Arab Emirates,281.23,False
89405c,Bahrain,98.26,False
c07ee4,Canada,208.41,False
89405f,Bahrain,90.2,False
841538,Japan,325.49,False
a7b40e,United States,170.32,False
0201a3,Morocco,269.34,False
c07eda,Canada,220.27,False
a82dbd,United States,205.82,False
aa7abe,United States,192.9,False
a38d8f,United States,0.06,True
407943,United Kingdom,96.2,False
aacaac,United States,282.31,False
4ca645,Ireland,215.74,False
ad3dc4,United States,61.21,False
4ca647,Ireland,0.0,True
780191,China,8.75,True
8a08b2,Indonesia,232.92,False
478de3,Norway,56.0,False
78018d,China,315.2,False
78018e,China,138.35,False
ab678e,United States,212.28,False
ac8777,United States,222.8,False
a2b134,United States,256.99,False
a38d95,United States,59.66,False
a967ae,United States,104.1,False
e49fb4,Brazil,234.63,False
ac11c6,United States,227.74,False
a86a0a,United States,64.11,False
aa7aa6,United States,197.49,False
c00b35,Canada,197.09,False
a2aa3a,United States,29.91,False
894059,Bahrain,68.5,False
8462c4,Japan,147.91,False
aa7aa0,United States,216.59,False
a211ef,United States,72.03,False
c07eef,Canada,234.91,False
addd11,United States,47.63,False
152000,Russian Federation,218.88,False
7c29d5,Australia,86.97,False
407993,United Kingdom,233.62,False
acb10a,United States,70.22,False
c01e13,Canada,191.64,False
34520b,Spain,306.81,False
781fb4,China,65.34,False
adca15,United States,231.92,False
840e10,Japan,272.77,False
781fc3,China,256.93,False
89668a,United Arab Emirates,204.98,False
8880ae,Viet Nam,235.08,False
8880ad,Viet Nam,273.56,False
a309b4,United States,191.42,False
ac11e9,United States,191.43,False
ab415e,United States,248.89,False
a89703,United States,30.79,False
a033ae,United States,249.33,False
a3d10f,United States,250.76,False
a2b17a,United States,212.15,False
a584bc,United States,223.06,False
a046f2,United States,5.66,True
a9a58b,United States,134.21,False
a059e3,United States,18.01,True
8880df,Viet Nam,244.24,False
7501e9,Malaysia,297.99,False
896668,United Arab Emirates,220.78,False
a0f91d,United States,219.55,False
c2b3f5,Canada,243.99,False
add10a,United States,81.36,False
8880e7,Viet Nam,206.97,False
a10614,United States,227.36,False
8880e4,Viet Nam,217.53,False
8880e1,Viet Nam,242.35,False
8880e2,Viet Nam,324.64,False
89665d,United Arab Emirates,200.18,False
8880e0,Viet Nam,243.86,False
896679,United Arab Emirates,244.91,False
7501f9,Malaysia,224.73,False
e493c5,Brazil,101.97,False
a07c0d,United States,65.8,False
c01e28,Canada,239.34,False
ad2aea,United States,256.51,False
76ccc9,Singapore,317.99,False
ac748a,United States,202.8,False
a3e473,United States,9.77,True
7c5dd0,Australia,116.74,False
76cd44,Singapore,237.28,False
c010ec,Canada,225.65,False
76cd47,Singapore,285.05,False
c010ea,Canada,221.73,False
76cd48,Singapore,119.57,False
8965d1,United Arab Emirates,101.57,False
15204f,Russian Federation,232.85,False
8832b6,Thailand,230.92,False
a0d344,United States,8.75,True
8965cd,United Arab Emirates,218.13,False
780d51,China,237.85,False
c0737c,Canada,182.55,False
a2d6a2,United States,167.1,False
a03fff,United States,0.0,True
8832cb,Thailand,161.71,False
8832cc,Thailand,123.35,False
780d4b,China,225.36,False
a7a17b,United States,149.19,False
748028,Lebanon,184.34,False
781448,China,274.51,False
abeb9f,United States,171.4,False
8832d2,Thailand,172.33,False
780d63,China,225.76,False
750333,Malaysia,112.81,False
8965b8,United Arab Emirates,226.44,False
a9da1b,United States,131.26,False
76cd77,Singapore,200.02,False
8832ba,Thailand,72.76,False
a3a980,United States,76.54,False
a27fbd,United States,136.43,False
8965c0,United Arab Emirates,217.09,False
a70f11,United States,188.21,False
75033d,Malaysia,133.16,False
a22642,United States,145.38,False
7c0405,Australia,4.89,False
15207a,Russian Federation,228.8,False
a35949,United States,0.0,True
a14cd0,United States,16.24,False
a88467,United States,70.91,False
ab6737,United States,243.97,False
e4818b,Brazil,241.52,False
89409e,Bahrain,198.11,False
a0d374,United States,190.97,False
4b984f,Turkey,187.5,False
a74a5a,United States,5.66,True
89409a,Bahrain,232.46,False
a403c6,United States,207.48,False
a9ed2e,United States,40.5,False
e0b302,Argentina,243.97,False
a8e76a,United States,250.28,False
a07075,United States,151.76,False
75031a,Malaysia,222.07,False
a8c121,United States,242.19,False
15201b,Russian Federation,220.3,False
c81dcd,New Zealand,10.61,False
4afbb3,Sweden,2.31,True
152023,Russian Federation,74.0,False
888200,Viet Nam,228.4,False
78147b,China,148.73,False
15202e,Russian Federation,76.49,False
7c77ff,Australia,8.75,True
15202a,Russian Federation,190.03,False
a45f59,United States,247.37,False
a32c3e,United States,216.67,False
780d9a,China,8.75,True
152034,Russian Federation,228.01,False
152032,Russian Federation,72.01,False
89408e,Bahrain,224.99,False
89408f,Bahrain,235.02,False
a416be,United States,258.74,False
a8712a,United States,145.13,False
780173,China,205.42,False
a33325,United States,222.75,False
a4794e,United States,221.65,False
a33327,United States,273.41,False
4bce14,Turkey,173.4,False
4bce13,Turkey,132.36,False
a3e911,United States,246.79,False
89906e,Taiwan,202.55,False
46bc39,Greece,159.46,False
ac52f2,United States,116.55,False
a92d6d,United States,265.77,False
ab8286,United States,88.49,False
040187,Ethiopia,242.29,False
ac058a,United States,11.83,True
899082,Taiwan,67.52,False
7c3a8d,Australia,0.06,True
a7a4e6,United States,190.38,False
4d0105,Luxembourg,161.59,False
4d0104,Luxembourg,282.08,False
4d0103,Luxembourg,104.99,False
ac52ff,United States,257.78,False
89907b,Taiwan,238.07,False
ad6bdc,United States,210.2,False
884806,Thailand,58.51,False
040197,Ethiopia,105.82,False
899097,Taiwan,197.27,False
adc2a7,United States,193.93,False
a24c01,United States,206.89,False
a42a91,United States,254.1,False
84655a,Japan,171.01,False
a8aaa5,United States,71.38,False
04015c,Ethiopia,258.58,False
89904b,Taiwan,94.59,False
a1d18f,United States,249.02,False
780e08,China,194.59,False
89905b,Taiwan,171.68,False
89905a,Taiwan,228.23,False
c04052,Canada,230.37,False
a64924,United States,0.0,True
a8c4d8,United States,238.7,False
a3117c,United States,238.41,False
899072,Taiwan,246.45,False
c07998,Canada,247.89,False
a7da09,United States,216.31,False
8940d0,Bahrain,91.5,False
4bcd83,Turkey,226.41,False
89902d,Taiwan,208.92,False
0d085d,Mexico,229.93,False
a26661,United States,35.77,False
a060ae,United States,244.24,False
8940ca,Bahrain,207.86,False
8940cd,Bahrain,246.57,False
a32ff6,United States,229.0,False
4d0131,Luxembourg,266.15,False
846516,Japan,178.32,False
a5a11a,United States,245.46,False
4ca4f5,Ireland,0.0,True
a1efe7,United States,243.06,False
c1e972,Canada,0.06,True
706210,Kuwait,233.16,False
a00c7a,United States,145.31,False
04014c,Ethiopia,226.32,False
c1e973,Canada,2.06,True
4d012c,Luxembourg,175.05,False
4d012b,Luxembourg,260.33,False
899058,Taiwan,62.72,False
4d012e,Luxembourg,223.53,False
899053,Taiwan,206.17,False
4d0140,Luxembourg,134.46,False
780e36,China,92.15,False
a38633,United States,224.53,False
ab4732,United States,261.1,False
4d0111,Luxembourg,104.46,False
a86df1,United States,119.37,False
70620c,Kuwait,290.13,False
040126,Ethiopia,81.84,False
899029,Taiwan,191.35,False
899022,Taiwan,239.29,False
c1e935,Canada,7.46,True
c1e939,Canada,9.77,True
a1efcf,United States,245.8,False
780204,China,235.14,False
780201,China,234.13,False
a2af23,United States,244.19,False
ac671b,United States,239.69,False
a79122,United States,77.49,False
780205,China,244.33,False
899038,Taiwan,255.14,False
899037,Taiwan,185.63,False
c05f93,Canada,129.25,False
899036,Taiwan,240.42,False
8940bb,Bahrain,287.6,False
a68485,United States,71.2,False
4d010c,Luxembourg,203.63,False
8940c9,Bahrain,190.59,False
a5031a,United States,217.42,False
7502da,Malaysia,110.96,False
7502db,Malaysia,142.74,False
406f7c,United Kingdom,264.36,False
406f7a,United Kingdom,264.11,False
a2fcf2,United States,203.56,False
abde0b,United States,211.15,False
780cba,China,194.8,False
ac5eb4,United States,222.11,False
a2af91,United States,229.96,False
7c676f,Australia,30.88,False
48ad86,Poland,4.12,False
7502cd,Malaysia,208.9,False
c029dd,Canada,188.72,False
76cce1,Singapore,259.88,False
7c4d3f,Australia,63.53,False
76cce5,Singapore,245.91,False
76cce2,Singapore,253.47,False
7813c2,China,84.65,False
7813c0,China,226.49,False
a959cf,United States,246.14,False
c07973,Canada,222.89,False
5140d7,Georgia,154.36,False
ac5ed9,United States,243.19,False
aa87d3,United States,205.18,False
4ca4ec,Ireland,1.8,True
a6e6d4,United States,29.86,False
5140d2,Georgia,170.94,False
5140bc,Georgia,0.0,True
507c98,Uzbekistan,224.4,False
a7a616,United States,202.06,False
abd204,United States,224.55,False
a3730e,United States,54.53,False
a85c01,United States,209.86,False
ac65bb,United States,87.67,False
0d0866,Mexico,221.52,False
7800ad,China,97.34,False
485122,Kingdom of the Netherlands,0.0,True
a06e0b,United States,215.08,False
abe52d,United States,174.68,False
c07915,Canada,154.09,False
851bdc,Japan,236.32,False
ae08cf,United States,240.17,False
7502b8,Malaysia,124.53,False
872863,Japan,1.8,True
a50f40,United States,74.11,False
ac65dc,United States,144.38,False
a7da5f,United States,148.35,False
a6492f,United States,204.67,False
ad3870,United States,150.43,False
407699,United Kingdom,264.86,False
0d0806,Mexico,221.01,False
aa2701,United States,85.4,False
c05f0c,Canada,108.68,False
a24c99,United States,148.55,False
48ad0e,Poland,194.63,False
48ad0c,Poland,184.49,False
48ad0b,Poland,2.57,True
a2b691,United States,190.34,False
a2f0aa,United States,199.06,False
7c3a2a,Australia,65.29,False
89909c,Taiwan,207.19,False
c05f04,Canada,144.96,False
a8017c,United States,90.19,False
a6f9b3,United States,215.98,False
e48987,Brazil,208.73,False
a9cc41,United States,216.45,False
8463b5,Japan,74.55,False
8463b4,Japan,222.94,False
a038ff,United States,157.63,False
ac668d,United States,212.31,False
a37ea4,United States,204.38,False
aa60da,United States,208.75,False
a145d2,United States,229.5,False
508404,Ukraine,222.3,False
7c52fa,Australia,142.82,False
7c52fb,Australia,168.8,False
a07522,United States,223.19,False
7c52ff,Australia,179.73,False
a158c9,United States,238.35,False
76cda3,Singapore,240.1,False
aa1368,United States,202.18,False
508429,Ukraine,29.4,False
76cda4,Singapore,263.61,False
76cda1,Singapore,242.62,False
4afb29,Sweden,4.63,True
76cda9,Singapore,232.47,False
c818da,New Zealand,57.45,False
aca37d,United States,121.37,False
a2f200,United States,259.06,False
780da9,China,243.49,False
a385c8,United States,225.48,False
76cdb0,Singapore,246.42,False
c064d8,Canada,138.28,False
a62f93,United States,214.81,False
76cdb9,Singapore,244.12,False
394a01,France,73.36,False
a05b78,United States,168.09,False
394a07,France,215.56,False
a6d3c2,United States,215.92,False
76cdac,Singapore,132.41,False
a1cb0f,United States,332.0,False
76cdab,Singapore,220.64,False
780db1,China,263.98,False
4afb86,Sweden,1.03,True
acf0d8,United States,218.0,False
7c6727,Australia,33.44,False
394a13,France,139.46,False
a706ea,United States,242.35,False
ad10ec,United States,247.23,False
a1a8da,United States,119.87,False
c051c6,Canada,257.06,False
aa3994,United States,249.14,False
a7f3ab,United States,246.44,False
7814b9,China,190.7,False
ac0504,United States,168.3,False
8881ef,Viet Nam,241.21,False
a0ab2a,United States,152.35,False
a97c18,United States,228.81,False
a4e389,United States,75.97,False
8881f5,Viet Nam,308.34,False
8881f3,Viet Nam,228.45,False
8881f4,Viet Nam,215.72,False
c05da4,Canada,211.25,False
750484,Malaysia,214.31,False
750485,Malaysia,243.88,False
750481,Malaysia,156.42,False
75046e,Malaysia,172.14,False
39644a,France,266.13,False
a44560,United States,203.73,False
a0628f,United States,217.75,False
3c70cb,Germany,115.34,False
750475,Malaysia,219.07,False
48b2d0,Poland,226.49,False
780e68,China,131.61,False
a0ab8d,United States,0.0,True
8940a2,Bahrain,4.63,True
aa25c1,United States,56.52,False
ab5975,United States,259.41,False
750492,Malaysia,86.32,False
ab93a5,United States,225.82,False
ac6622,United States,6.69,True
75047c,Malaysia,220.85,False
ac7952,United States,3.6,True
899017,Taiwan,213.46,False
a42b32,United States,124.94,False
8940a4,Bahrain,5.92,True
c01725,Canada,228.99,False
780e6f,China,1.8,True
ac4c21,United States,197.23,False
a44548,United States,104.59,False
780235,China,296.41,False
394a0d,France,216.34,False
4afb95,Sweden,2.31,True
ac0fdc,United States,209.45,False
394a0e,France,295.45,False
8966bb,United Arab Emirates,228.21,False
a05b7e,United States,201.18,False
75044e,Malaysia,192.43,False
040203,Ethiopia,220.8,False
75044a,Malaysia,191.9,False
a6ce58,United States,214.41,False
750457,Malaysia,224.5,False
48c5e6,Poland,140.98,False
750458,Malaysia,87.04,False
c01754,Canada,259.39,False
abefba,United States,4.63,True
8966d3,United Arab Emirates,285.02,False
8966d4,United Arab Emirates,288.21,False
a4f5f0,United States,240.49,False
8966e3,United Arab Emirates,55.56,False
8966cf,United Arab Emirates,136.68,False
abdcb5,United States,151.34,False
396448,France,132.74,False
760a0d,Pakistan,193.71,False
8966cd,United Arab Emirates,212.3,False
8966ce,United Arab Emirates,246.75,False
a44533,United States,189.49,False
ac6645,United States,4.89,True
78023d,China,147.89,False
a67231,United States,252.34,False
750466,Malaysia,210.35,False
750467,Malaysia,156.8,False
750441,Malaysia,87.04,False
8966b0,United Arab Emirates,191.92,False
06a3b2,Qatar,71.6,False
06a3b1,Qatar,28.11,False
ac5f5f,United States,103.44,False
78157c,China,166.52,False
abefdd,United States,256.51,False
7c52f8,Australia,164.38,False
a4f5a0,United States,199.81,False
8966ad,United Arab Emirates,146.11,False
8966af,United Arab Emirates,253.63,False
75043a,Malaysia,94.69,False
8966aa,United Arab Emirates,210.65,False
8966ac,United Arab Emirates,226.59,False
863c44,Japan,96.45,False
06a3bf,Qatar,155.24,False
ac6668,United States,165.96,False
8966c3,United Arab Emirates,145.82,False
a6981a,United States,240.44,False
750444,Malaysia,46.68,False
ac4c67,United States,229.81,False
06e010,Rwanda,216.04,False
a768c2,United States,211.42,False
3c70c1,Germany,212.12,False
abdcdc,United States,64.46,False
3c70c6,Germany,242.32,False
a9969b,United States,0.0,True
a3c2a9,United States,225.98,False
750410,Malaysia,194.62,False
a2fe8f,United States,116.59,False
ad23d5,United States,69.39,False
75041f,Malaysia,197.63,False
75041b,Malaysia,143.83,False
a55218,United States,200.86,False
84b3eb,Japan,124.56,False
8966a8,United Arab Emirates,231.92,False
750425,Malaysia,230.54,False
8966a6,United Arab Emirates,225.93,False
750421,Malaysia,238.31,False
7caed9,Australia,64.11,False
750422,Malaysia,102.92,False
8966a3,United Arab Emirates,9.77,True
a0275c,United States,212.14,False
48adb9,Poland,203.99,False
4ba9ef,Turkey,100.32,False
4ba9ea,Turkey,276.2,False
48ada6,Poland,121.69,False
48ada3,Poland,61.41,False
48ada1,Poland,0.0,True
c03a5a,Canada,0.0,True
a00122,United States,90.64,False
0c21b5,Panama,0.32,True
a742ec,United States,191.44,False
a8023b,United States,168.39,False
0c21b9,Panama,9.26,True
851cca,Japan,236.05,False
a91b44,United States,243.51,False
a80287,United States,233.29,False
89916d,Taiwan,223.98,False
89916c,Taiwan,247.04,False
781602,China,103.67,False
71c018,Republic of Korea,6.17,True
0c21a8,Panama,190.17,False
4ba9e5,Turkey,253.53,False
040045,Ethiopia,236.8,False
4ba9e1,Turkey,257.85,False
881c08,Thailand,85.41,False
04004c,Ethiopia,235.57,False
89917b,Taiwan,48.79,False
06a36b,Qatar,77.86,False
ab4825,United States,55.11,False
780f1d,China,208.06,False
